Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
GO Term: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, APP Metabolism
GO Term: Cellular Detoxification Of Methylglyoxal -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Immune Response, APP Metabolism
GO Term: Lipid Droplet Formation -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Histone H3K18Ac Reader Activity -> Biodomain: Epigenetic, Proteostasis, Tau Homeostasis, Immune Response, Autophagy
GO Term: Histone H4K16Ac Reader Activity -> Biodomain: Epigenetic, Proteostasis, Immune Response, Apoptosis, Tau Homeostasis
GO Term: Manganese Ion Export Across Plasma Membrane -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, APP Metabolism, Immune Response, Autophagy
GO Term: Negative Regulation Of Endocardial Cushion To Mesenchymal Transition -> Biodomain: Proteostasis, Apoptosis, Immune Response, Endolysosome, Oxidative Stress
GO Term: Cellular Response To Oxidised Low-Density Lipoprotein Particle Stimulus -> Biodomain: Oxidative Stress, APP Metabolism, Lipid Metabolism, Immune Response, Autophagy
GO Term: Histone H4K8Ac Reader Activity -> Biodomain: Epigenetic, Proteostasis, Autophagy, Synapse, Immune Response
GO Term: Organelle Localization By Membrane Tethering -> Biodomain: Synapse, Proteostasis, Autophagy, APP Metabolism, Oxidative Stress
GO Term: Neuron Projection Arborization -> Biodomain: Synapse, Proteostasis, Oxidative Stress, APP Metabolism, Tau Homeostasis
GO Term: Dendrite Arborization -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, Apoptosis
GO Term: Axon Arborization -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Apoptosis, Oxidative Stress
GO Term: Unmodified Histone Reader Activity -> Biodomain: Epigenetic, Proteostasis, Immune Response, Autophagy, DNA Repair
GO Term: Peptide Crotonyltransferase Activity -> Biodomain: Proteostasis, Tau Homeostasis, Autophagy, Oxidative Stress, APP Metabolism
GO Term: Peptide Butyryltransferase Activity -> Biodomain: Proteostasis, APP Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Peptidyl-Lysine Crotonylation -> Biodomain: Proteostasis, Synapse, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Peptidyl-Lysine Butyrylation -> Biodomain: Proteostasis, Tau Homeostasis, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Histone Crotonyltransferase Activity -> Biodomain: Epigenetic, Proteostasis, Oxidative Stress, Tau Homeostasis, Autophagy
GO Term: Histone Butyryltransferase Activity -> Biodomain: Epigenetic, Proteostasis, APP Metabolism, Tau Homeostasis, Autophagy
GO Term: Hydrogen Peroxide Channel Activity -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Immune Response, Endolysosome
GO Term: Histone H3K9Ac Reader Activity -> Biodomain: Epigenetic, Proteostasis, Tau Homeostasis, APP Metabolism, Oxidative Stress
GO Term: Cardiac Endothelial To Mesenchymal Transition -> Biodomain: Vasculature, Immune Response, Structural Stabilization, Apoptosis, Mitochondrial Metabolism
GO Term: Negative Regulation Of Lipoprotein Transport -> Biodomain: Lipid Metabolism, Oxidative Stress, APP Metabolism, Immune Response, Mitochondrial Metabolism
GO Term: Positive Regulation Of Lipoprotein Transport -> Biodomain: Lipid Metabolism, APP Metabolism, Oxidative Stress, Proteostasis, Immune Response
GO Term: Class I Dna-(Apurinic Or Apyrimidinic Site) Endonuclease Activity -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Glycosylated Region Protein Binding -> Biodomain: Proteostasis, APP Metabolism, Oxidative Stress, Synapse, Tau Homeostasis
GO Term: Sumo-Ubiquitin Ligase Activity -> Biodomain: Proteostasis, Tau Homeostasis, Apoptosis, Oxidative Stress, Autophagy
GO Term: Atp-Dependent Protein-Dna Unloader Activity -> Biodomain: Proteostasis, Apoptosis, Tau Homeostasis, Oxidative Stress, Endolysosome
GO Term: Acetaldehyde Dehydrogenase (Nad+) Activity -> Biodomain: Oxidative Stress, Apoptosis, Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis
GO Term: Protein Storage -> Biodomain: Proteostasis, Autophagy, Tau Homeostasis, APP Metabolism, Oxidative Stress
GO Term: Membrane Curvature Sensor Activity -> Biodomain: Synapse, Proteostasis, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Bbaf Complex -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, APP Metabolism, Autophagy
GO Term: Structural Constituent Of Cytoplasmic Lattice -> Biodomain: Proteostasis, Synapse, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Cytoplasmic Lattice -> Biodomain: Synapse, Proteostasis, Autophagy, Oxidative Stress, Immune Response
GO Term: Catalytic Activity, Acting On A Protein -> Biodomain: Proteostasis, Apoptosis, Tau Homeostasis, APP Metabolism, Oxidative Stress
GO Term: Catalytic Activity, Acting On Dna -> Biodomain: DNA Repair, Epigenetic, Autophagy, Immune Response, Proteostasis
GO Term: Catalytic Activity, Acting On Rna -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Immune Response, Endolysosome
GO Term: Catalytic Activity, Acting On A Trna -> Biodomain: RNA Spliceosome, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Molecular Carrier Activity -> Biodomain: Synapse, Proteostasis, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Interleukin-10-Mediated Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Apoptosis, APP Metabolism
GO Term: Histone H3K4Me1 Reader Activity -> Biodomain: Epigenetic, Tau Homeostasis, Proteostasis, Immune Response, Autophagy
GO Term: Extracellular Vesicle Biogenesis -> Biodomain: Extracellular Vesicle Biogenesis, Synapse, Immune Response, Proteostasis, Apoptosis
GO Term: Export Across Plasma Membrane -> Biodomain: Proteostasis, APP Metabolism, Synapse, Oxidative Stress, Autophagy
GO Term: Histone H4K20Me1 Reader Activity -> Biodomain: Epigenetic, Proteostasis, Immune Response, Tau Homeostasis, Autophagy
GO Term: Histone H3K23Ac Reader Activity -> Biodomain: Epigenetic, Proteostasis, Tau Homeostasis, Immune Response, Mitochondrial Metabolism
GO Term: Histone H3K27Ac Reader Activity -> Biodomain: Epigenetic, Tau Homeostasis, Proteostasis, Immune Response, Synapse
GO Term: Negative Regulation Of Lewy Body Formation -> Biodomain: Proteostasis, Apoptosis, Immune Response, Tau Homeostasis, Oxidative Stress
GO Term: Histone H1 Reader Activity -> Biodomain: Epigenetic, Proteostasis, Tau Homeostasis, Oxidative Stress, Autophagy
GO Term: Positive Regulation Of Lymphocyte Chemotaxis -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Synapse, Apoptosis
GO Term: Iron-Sulfur Cluster Chaperone Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, APP Metabolism, Proteostasis, Autophagy
GO Term: Mechanosensitive Monoatomic Cation Channel Activity -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Tau Homeostasis
GO Term: Mitochondrial Potassium Ion Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, APP Metabolism, Autophagy, Proteostasis
GO Term: Ammonium Import Across Plasma Membrane -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Metal Binding and Homeostasis
GO Term: Monocarboxylate:Sodium Symporter Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Oxidative Stress, APP Metabolism, Proteostasis
GO Term: 3-Alpha-Hydroxysteroid 3-Dehydrogenase [Nad(P)+] Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Tau Homeostasis
GO Term: Dipeptide Import Across Plasma Membrane -> Biodomain: Proteostasis, APP Metabolism, Oxidative Stress, Autophagy, Immune Response
GO Term: Tripeptide Import Across Plasma Membrane -> Biodomain: Proteostasis, Synapse, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Apoptotic Process In Response To Mitochondrial Fragmentation -> Biodomain: Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: Folic Acid:Proton Symporter Activity -> Biodomain: Proteostasis, Synapse, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Regulation Of Long-Chain Fatty Acid Import Into Cell -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Positive Regulation Of Long-Chain Fatty Acid Import Into Cell -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Endolysosome, Autophagy
GO Term: General Transcription Initiation Factor Activity -> Biodomain: Proteostasis, APP Metabolism, Immune Response, Autophagy, Apoptosis
GO Term: Dna Topoisomerase Iii-Beta-Tdrd3 Complex -> Biodomain: DNA Repair, Epigenetic, Proteostasis, Oxidative Stress, Autophagy
GO Term: Rna Topoisomerase Activity -> Biodomain: RNA Spliceosome, Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Serotonin-Gated Cation-Selective Signaling Pathway -> Biodomain: Synapse, Oxidative Stress, Immune Response, Proteostasis, Tau Homeostasis
GO Term: Anterograde Axonal Transport Of Neurotransmitter Receptor Complex -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, Apoptosis
GO Term: Intracellular Camp-Activated Cation Channel Activity Involved In Regulation Of Presynaptic Membrane Potential -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Translation At Presynapse -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, APP Metabolism
GO Term: Presynaptic Endocytosis -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, APP Metabolism
GO Term: Perforant Pathway To Dendrate Granule Cell Synapse -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, APP Metabolism
GO Term: Translation At Postsynapse -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Apoptosis, Immune Response
GO Term: Regulation Of Translation At Postsynapse -> Biodomain: Synapse, Proteostasis, Oxidative Stress, APP Metabolism, Tau Homeostasis
GO Term: Protein Catabolic Process At Postsynapse -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Apoptosis, Oxidative Stress
GO Term: Regulation Protein Catabolic Process At Presynapse -> Biodomain: Synapse, Proteostasis, Apoptosis, Tau Homeostasis, Oxidative Stress
GO Term: Regulation Protein Catabolic Process At Postsynapse -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Autophagy, Oxidative Stress
GO Term: Cell-Cell Fusion -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Oxidative Stress
GO Term: Mitochondrial Proton-Transporting Atp Synthase Complex Binding -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Proteostasis, Metal Binding and Homeostasis
GO Term: Bcor Complex -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Oxidative Stress, Immune Response
GO Term: Mrna Cap Binding Complex Binding -> Biodomain: RNA Spliceosome, Proteostasis, APP Metabolism, Oxidative Stress, Cell Cycle
GO Term: Endoplasmic Reticulum-Plasma Membrane Contact Site -> Biodomain: Synapse, Proteostasis, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Exogenous Protein Binding -> Biodomain: Proteostasis, Immune Response, Synapse, APP Metabolism, Oxidative Stress
GO Term: Repair Of Mitotic Kinetochore Microtubule Attachment Defect -> Biodomain: Cell Cycle, Apoptosis, Tau Homeostasis, Proteostasis, Immune Response
GO Term: Mib Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Endoplasmic Reticulum-Endosome Membrane Contact Site -> Biodomain: Endolysosome, Proteostasis, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Endosome Fission -> Biodomain: Endolysosome, Proteostasis, APP Metabolism, Oxidative Stress, Immune Response
GO Term: Gbaf Complex -> Biodomain: Proteostasis, Tau Homeostasis, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Peptidyl-Serine Adp-Deribosylation -> Biodomain: Proteostasis, Synapse, Apoptosis, Tau Homeostasis, Immune Response
GO Term: Peptidyl-Glutamate Adp-Deribosylation -> Biodomain: Protein Homeostasis, Oxidative Stress, Proteostasis, Apoptosis, Synapse
GO Term: Adp-Ribosylserine Hydrolase Activity -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Immune Response, Endolysosome
GO Term: Adp-Ribosylglutamate Hydrolase Activity -> Biodomain: Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism, Autophagy
GO Term: Nad Dna Adp-Ribosyltransferase Activity -> Biodomain: DNA Repair, Immune Response, Oxidative Stress, Proteostasis, Apoptosis
GO Term: General Transcription Initiation Factor Binding -> Biodomain: Proteostasis, Apoptosis, Immune Response, Oxidative Stress, Tau Homeostasis
GO Term: Dna-Binding Transcription Factor Binding -> Biodomain: Transcription Factor Binding, Proteostasis, Immune Response, Epigenetic, Tau Homeostasis
GO Term: Endocytic Iron Import Into Cell -> Biodomain: Metal Binding and Homeostasis, Endolysosome, Oxidative Stress, APP Metabolism, Immune Response
GO Term: Molecular Sensor Activity -> Biodomain: Proteostasis, Oxidative Stress, Autophagy, Tau Homeostasis, APP Metabolism
GO Term: Serine Import Into Mitochondrion -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, APP Metabolism, Proteostasis
GO Term: Protein Sequestering Activity -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Synapse, Oxidative Stress
GO Term: Cargo Adaptor Activity -> Biodomain: Synapse, Endolysosome, Proteostasis, APP Metabolism, Autophagy
GO Term: Molecular Sequestering Activity -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Tau Homeostasis, APP Metabolism
GO Term: Calcium Ion Sequestering Activity -> Biodomain: Calcium Ion Sequestering Activity, Oxidative Stress, Proteostasis, APP Metabolism, Tau Homeostasis
GO Term: Iron Ion Sequestering Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, APP Metabolism, Autophagy, Immune Response
GO Term: Protein Transporter Activity -> Biodomain: Proteostasis, Autophagy, Synapse, APP Metabolism, Oxidative Stress
GO Term: Receptor Decoy Activity -> Biodomain: Synapse, Immune Response, Proteostasis, APP Metabolism, Oxidative Stress
GO Term: Atpase-Coupled Intramembrane Lipid Transporter Activity -> Biodomain: Lipid Metabolism, APP Metabolism, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: Flippase Activity -> Biodomain: Lipid Metabolism, APP Metabolism, Oxidative Stress, Proteostasis, Synapse
GO Term: Floppase Activity -> Biodomain: Lipid Metabolism, Proteostasis, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Lysophospholipid Translocation -> Biodomain: Lipid Metabolism, Synapse, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Aminophospholipid Translocation -> Biodomain: Lipid Metabolism, Membrane Dynamics, Proteostasis, APP Metabolism, Oxidative Stress
GO Term: Glycerophospholipid Flippase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Synapse, Oxidative Stress, APP Metabolism
GO Term: Diacylglyceride Transfer Activity -> Biodomain: Lipid Metabolism, Proteostasis, Oxidative Stress, App Metabolism, Tau Homeostasis
GO Term: Sphingomyelin Transfer Activity -> Biodomain: Lipid Metabolism, Membrane Dynamics, APP Metabolism, Oxidative Stress, Proteostasis
GO Term: Phosphatidylglycerol Transfer Activity -> Biodomain: Lipid Metabolism, APP Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Cerebroside Transfer Activity -> Biodomain: Lipid Metabolism, APP Metabolism, Synapse, Proteostasis, Oxidative Stress
GO Term: Phosphatidylserine Transfer Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Synapse, Proteostasis, APP Metabolism
GO Term: Triglyceride Transfer Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Immune Response
GO Term: Phosphatidylcholine Flippase Activity -> Biodomain: Lipid Metabolism, Membrane Dynamics, Proteostasis, Synapse, APP Metabolism
GO Term: Phosphatidylserine Flippase Activity -> Biodomain: Proteostasis, Synapse, Apoptosis, Oxidative Stress, APP Metabolism
GO Term: N-Retinylidene-Phosphatidylethanolamine Flippase Activity -> Biodomain: Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Lysophosphatidylcholine Flippase Activity -> Biodomain: Lipid Metabolism, Synapse, Proteostasis, Oxidative Stress, APP Metabolism
GO Term: Glycosylceramide Flippase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Lipid Export From Cell -> Biodomain: Lipid Metabolism, Oxidative Stress, APP Metabolism, Proteostasis, Immune Response
GO Term: Lipid Import Into Cell -> Biodomain: Lipid Metabolism, Endolysosome, Oxidative Stress, Proteostasis, Immune Response
GO Term: Cargo Receptor Ligand Activity -> Biodomain: Endolysosome, APP Metabolism, Proteostasis, Oxidative Stress, Synapse
GO Term: Heme Export From Vacuole To Cytoplasm -> Biodomain: Endolysosome, Iron Binding and Homeostasis, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: P-Type Transmembrane Transporter Activity -> Biodomain: Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism, Autophagy
GO Term: Abc-Type Transporter Activity -> Biodomain: APP Metabolism, Oxidative Stress, Proteostasis, Autophagy, Tau Homeostasis
GO Term: Cyclic-Gmp-Amp Transmembrane Transporter Activity -> Biodomain: Synapse, Oxidative Stress, Immune Response, Proteostasis, APP Metabolism
GO Term: Cyclic-Gmp-Amp Transmembrane Import Across Plasma Membrane -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Synapse, Proteostasis
GO Term: Antibacterial Innate Immune Response -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Antiviral Innate Immune Response -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Immune Receptor Activity -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Tau Homeostasis, APP Metabolism
GO Term: Monoatomic Cation:Bicarbonate Symporter Activity -> Biodomain: Oxidative Stress, APP Metabolism, Proteostasis, Tau Homeostasis, Lipid Metabolism
