Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
GO Term: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, APP Metabolism
GO Term: Positive Regulation Of Chemokine (C-C Motif) Ligand 1 Production -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Tau Homeostasis, APP Metabolism
GO Term: Negative Regulation Of Granulocyte Colony-Stimulating Factor Production -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Positive Regulation Of Granulocyte Colony-Stimulating Factor Production -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Negative Regulation Of Ip-10 Production -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Positive Regulation Of Ip-10 Production -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Positive Regulation Of Granzyme B Production -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Catenin-Tcf7L2 Complex -> Biodomain: Synapse, Proteostasis, Immune Response, Tau Homeostasis, APP Metabolism
GO Term: Gamma-Catenin-Tcf7L2 Complex -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Immune Response, Apoptosis
GO Term: Dna/Rna Hybrid Binding -> Biodomain: RNA Spliceosome, DNA Repair, Proteostasis, Immune Response, Apoptosis
GO Term: Smooth Muscle Cell Chemotaxis -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Negative Regulation Of Smooth Muscle Cell Chemotaxis -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Positive Regulation Of Smooth Muscle Cell Chemotaxis -> Biodomain: Immune Response, Vasculature, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Mononuclear Cell Migration -> Biodomain: Immune Response, Oxidative Stress, Endolysosome, Apoptosis, Proteostasis
GO Term: Regulation Of Mononuclear Cell Migration -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Negative Regulation Of Mononuclear Cell Migration -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Tau Homeostasis, APP Metabolism
GO Term: Positive Regulation Of Mononuclear Cell Migration -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Tau Homeostasis, APP Metabolism
GO Term: Olfactory Bulb Axon Guidance -> Biodomain: Synapse, Proteostasis, Immune Response, Tau Homeostasis, Apoptosis
GO Term: Commissural Neuron Axon Guidance -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, Immune Response
GO Term: Response To Indole-3-Methanol -> Biodomain: Oxidative Stress, Proteostasis, Immune Response, APP Metabolism, Autophagy
GO Term: Cellular Response To Indole-3-Methanol -> Biodomain: Oxidative Stress, Proteostasis, Immune Response, APP Metabolism, Autophagy
GO Term: Endocytic Vesicle Lumen -> Biodomain: Endolysosome, APP Metabolism, Proteostasis, Oxidative Stress, Immune Response
GO Term: Cardiac Muscle Thin Filament Assembly -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Apoptosis, Oxidative Stress
GO Term: Protein Localization To Extracellular Region -> Biodomain: Synapse, APP Metabolism, Proteostasis, Oxidative Stress, Immune Response
GO Term: Protein Transport Within Extracellular Region -> Biodomain: Synapse, APP Metabolism, Proteostasis, Oxidative Stress, Immune Response
GO Term: Immunoglobulin Heavy Chain V-D-J Recombination -> Biodomain: Immune Response, Proteostasis, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Membrane Assembly -> Biodomain: Membrane Assembly, Proteostasis, Synapse, APP Metabolism, Oxidative Stress
GO Term: Basement Membrane Organization -> Biodomain: Synapse, Proteostasis, Immune Response, Vasculature, Autophagy
GO Term: Para-Aminobenzoyl-Glutamate Hydrolase Activity -> Biodomain: Proteostasis, APP Metabolism, Oxidative Stress, Autophagy, Immune Response
GO Term: Icosanoid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Proteostasis, APP Metabolism
GO Term: Leukotriene Transport -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Detoxification Of Arsenic-Containing Substance -> Biodomain: Oxidative Stress, Proteostasis, Immune Response, Autophagy, Metal Binding and Homeostasis
GO Term: Lipopeptide Binding -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Cellular Response To Diacyl Bacterial Lipopeptide -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Cellular Response To Triacyl Bacterial Lipopeptide -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Response To Nitric Oxide -> Biodomain: Oxidative Stress, Immune Response, Apoptosis, Proteostasis, Endolysosome
GO Term: Cellular Response To Nitric Oxide -> Biodomain: Oxidative Stress, Immune Response, Apoptosis, Proteostasis, Synapse
GO Term: Igg Immunoglobulin Complex -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Igd Immunoglobulin Complex -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Ige Immunoglobulin Complex -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Ige B Cell Receptor Complex -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Apoptosis, Tau Homeostasis
GO Term: Iga Immunoglobulin Complex -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Monomeric Iga Immunoglobulin Complex -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, APP Metabolism, Tau Homeostasis
GO Term: Dimeric Iga Immunoglobulin Complex -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Secretory Iga Immunoglobulin Complex -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Secretory Dimeric Iga Immunoglobulin Complex -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, APP Metabolism, Tau Homeostasis
GO Term: Igm Immunoglobulin Complex -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Apoptosis, APP Metabolism
GO Term: Igm B Cell Receptor Complex -> Biodomain: Immune Response, Proteostasis, Apoptosis, Synapse, Tau Homeostasis
GO Term: Pentameric Igm Immunoglobulin Complex -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Hexameric Igm Immunoglobulin Complex -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Nuclear Membrane Organization -> Biodomain: Nuclear Membrane Organization, Proteostasis, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Nuclear Inner Membrane Organization -> Biodomain: Nuclear Inner Membrane Organization, Proteostasis, Tau Homeostasis, Apoptosis, Immune Response
GO Term: Cellular Response To Bmp Stimulus -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Response To Fibroblast Growth Factor -> Biodomain: Synapse, Immune Response, Proteostasis, APP Metabolism, Oxidative Stress
GO Term: Endoplasmic Reticulum Tubular Network -> Biodomain: Proteostasis, Endolysosome, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Endoplasmic Reticulum Tubular Network Organization -> Biodomain: Proteostasis, Endolysosome, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Endoplasmic Reticulum Tubular Network Formation -> Biodomain: Proteostasis, Endolysosome, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Endoplasmic Reticulum Tubular Network Maintenance -> Biodomain: Proteostasis, Endolysosome, Autophagy, Oxidative Stress, APP Metabolism
GO Term: Chemokine (C-C Motif) Ligand 5 Binding -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Synapse
GO Term: K11-Linked Polyubiquitin Modification-Dependent Protein Binding -> Biodomain: Proteostasis, Autophagy, Tau Homeostasis, Oxidative Stress, Immune Response
GO Term: K6-Linked Polyubiquitin Modification-Dependent Protein Binding -> Biodomain: Proteostasis, Autophagy, Tau Homeostasis, Oxidative Stress, Immune Response
GO Term: Lubac Complex -> Biodomain: Proteostasis, Oxidative Stress, Autophagy, Immune Response, APP Metabolism
GO Term: Cellular Response To Prostaglandin D Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Synapse
GO Term: Podosome Assembly -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Endolysosome
GO Term: Regulation Of Podosome Assembly -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Oxidative Stress
GO Term: Positive Regulation Of Podosome Assembly -> Biodomain: Immune Response, Proteostasis, Synapse, Apoptosis, Endolysosome
GO Term: Potassium Ion Transmembrane Transport -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Protein Transmembrane Transport -> Biodomain: Synapse, Proteostasis, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Positive Regulation Of Fever Generation By Positive Regulation Of Prostaglandin Secretion -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome
GO Term: Lipoprotein Particle Binding -> Biodomain: Lipid Metabolism, APP Metabolism, Oxidative Stress, Immune Response, Proteostasis
GO Term: Tail-Anchored Membrane Protein Insertion Into Er Membrane -> Biodomain: Proteostasis, APP Metabolism, Synapse, Autophagy, Oxidative Stress
GO Term: Mmxd Complex -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Tau Homeostasis, Immune Response
GO Term: Bat3 Complex -> Biodomain: Proteostasis, Autophagy, APP Metabolism, Oxidative Stress, Tau Homeostasis
GO Term: Dubm Complex -> Biodomain: Proteostasis, Tau Homeostasis, Apoptosis, Immune Response, Endolysosome
GO Term: N-Box Binding -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, APP Metabolism, Oxidative Stress
GO Term: Fancm-Mhf Complex -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Immune Response
GO Term: Triglyceride-Rich Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Intermediate-Density Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, APP Metabolism, Oxidative Stress, Immune Response, Metal Binding and Homeostasis
GO Term: Hmg Box Domain Binding -> Biodomain: Proteostasis, DNA Repair, APP Metabolism, Oxidative Stress, Immune Response
GO Term: Cell Proliferation In Bone Marrow -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Apoptotic Process In Bone Marrow Cell -> Biodomain: Apoptosis, Immune Response, Proteostasis, Oxidative Stress, Tau Homeostasis
GO Term: Actin Filament Debranching -> Biodomain: Synapse, Proteostasis, Apoptosis, Tau Homeostasis, Oxidative Stress
GO Term: Neuropeptide Receptor Binding -> Biodomain: Synapse, Immune Response, Proteostasis, Oxidative Stress, APP Metabolism
GO Term: Regulation Of Cell Proliferation In Bone Marrow -> Biodomain: Immune Response, Proteostasis, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Positive Regulation Of Cell Proliferation In Bone Marrow -> Biodomain: Immune Response, Proteostasis, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Apoptotic Process In Bone Marrow Cell -> Biodomain: Apoptosis, Immune Response, Proteostasis, Tau Homeostasis, Endolysosome
GO Term: Response To Catecholamine -> Biodomain: Immune Response, Oxidative Stress, Synapse, Apoptosis, Proteostasis
GO Term: Cellular Response To Catecholamine Stimulus -> Biodomain: Synapse, Oxidative Stress, Immune Response, Proteostasis, APP Metabolism
GO Term: Response To Epinephrine -> Biodomain: Immune Response, Oxidative Stress, Synapse, Proteostasis, APP Metabolism
GO Term: Cellular Response To Epinephrine Stimulus -> Biodomain: Synapse, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Response To Norepinephrine -> Biodomain: Synapse, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Cellular Response To Norepinephrine Stimulus -> Biodomain: Synapse, Oxidative Stress, Immune Response, Proteostasis, APP Metabolism
GO Term: Adrenergic Receptor Signaling Pathway -> Biodomain: Synapse, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Regulation Of Adenylate Cyclase-Inhibiting Adrenergic Receptor Signaling Pathway -> Biodomain: Synapse, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Negative Regulation Of Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway -> Biodomain: Synapse, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Positive Regulation Of Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway -> Biodomain: Synapse, Immune Response, Oxidative Stress, APP Metabolism, Proteostasis
GO Term: Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway -> Biodomain: Synapse, Oxidative Stress, Immune Response, Proteostasis, APP Metabolism
GO Term: Adenylate Cyclase-Inhibiting Adrenergic Receptor Signaling Pathway -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Immune Response
GO Term: Phospholipase C-Activating Adrenergic Receptor Signaling Pathway -> Biodomain: Synapse, Oxidative Stress, Immune Response, Proteostasis, APP Metabolism
GO Term: N-Terminal Protein N-Methyltransferase Activity -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Oxidative Stress, Autophagy
GO Term: 1-(4-Iodo-2,5-Dimethoxyphenyl)Propan-2-Amine Binding -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Immune Response
GO Term: Leukocyte Apoptotic Process -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Macrophage Apoptotic Process -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: 14-3-3 Protein Binding -> Biodomain: Proteostasis, Tau Homeostasis, Synapse, Oxidative Stress, APP Metabolism
GO Term: Bicarbonate Binding -> Biodomain: Oxidative Stress, APP Metabolism, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Odontoblast Differentiation -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Oxidative Stress
GO Term: Protein Localization To Adherens Junction -> Biodomain: Synapse, Proteostasis, Immune Response, Tau Homeostasis, APP Metabolism
GO Term: Dna Biosynthetic Process -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Oxidative Stress, Immune Response
GO Term: Regulation Of Protein Serine/Threonine Kinase Activity -> Biodomain: Proteostasis, Tau Homeostasis, Apoptosis, Synapse, Oxidative Stress
GO Term: Negative Regulation Of Protein Serine/Threonine Kinase Activity -> Biodomain: Proteostasis, Tau Homeostasis, Apoptosis, Synapse, Oxidative Stress
GO Term: Positive Regulation Of Protein Serine/Threonine Kinase Activity -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, APP Metabolism
GO Term: Determination Of Digestive Tract Left/Right Asymmetry -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Determination Of Intestine Left/Right Asymmetry -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Determination Of Stomach Left/Right Asymmetry -> Biodomain: Proteostasis, Oxidative Stress, Autophagy, Immune Response, APP Metabolism
GO Term: Determination Of Liver Left/Right Asymmetry -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Immune Response, Endolysosome
GO Term: Synchronous Neurotransmitter Secretion -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Citrate Secondary Active Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, APP Metabolism, Autophagy
GO Term: Prominosome -> Biodomain: Synapse, Proteostasis, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Dipeptide Transmembrane Transporter Activity -> Biodomain: Proteostasis, APP Metabolism, Oxidative Stress, Autophagy, Immune Response
GO Term: Urea Transmembrane Transport -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Autophagy, Immune Response
GO Term: G-Quadruplex Dna Formation -> Biodomain: DNA Repair, Epigenetic, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Cleavage Body -> Biodomain: RNA Spliceosome, Proteostasis, APP Metabolism, Oxidative Stress, Immune Response
GO Term: Endocannabinoid Signaling Pathway -> Biodomain: Synapse, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Alpha-Tubulin Acetylation -> Biodomain: Proteostasis, Tau Homeostasis, Synapse, Apoptosis, Oxidative Stress
GO Term: Replication Fork Reversal -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Immune Response
GO Term: Arp2/3 Complex Binding -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Tau Homeostasis
