Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
GO Term: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Unknown, Proteostasis
GO Term: Negative Regulation Of Reactive Oxygen Species Metabolic Process -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Mitochondrial Metabolism, Unknown
GO Term: Positive Regulation Of Reactive Oxygen Species Metabolic Process -> Biodomain: Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Proteostasis, Unknown
GO Term: Regulation Of Mesoderm Development -> Biodomain: Unknown, Immune Response, Apoptosis, Structural Stabilization, Endolysosome
GO Term: Negative Regulation Of Mesoderm Development -> Biodomain: Unknown, Immune Response, Apoptosis, Structural Stabilization, Endolysosome
GO Term: Positive Regulation Of Mesoderm Development -> Biodomain: Unknown, Immune Response, Apoptosis, Endolysosome, Structural Stabilization
GO Term: Negative Regulation Of Ectoderm Development -> Biodomain: Unknown, Immune Response, Apoptosis, Structural Stabilization, Endolysosome
GO Term: Positive Regulation Of Ovarian Follicle Development -> Biodomain: Unknown, Immune Response, Oxidative Stress, Endolysosome, Apoptosis
GO Term: Positive Regulation Of Antral Ovarian Follicle Growth -> Biodomain: Unknown, Immune Response, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Regulation Of Neutrophil Extravasation -> Biodomain: Immune Response, Unknown, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Positive Regulation Of Neutrophil Extravasation -> Biodomain: Immune Response, Unknown, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Regulation Of Lamellipodium Morphogenesis -> Biodomain: Synapse, Proteostasis, Unknown, Immune Response, Apoptosis
GO Term: Negative Regulation Of Lamellipodium Morphogenesis -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Unknown
GO Term: Positive Regulation Of Lamellipodium Morphogenesis -> Biodomain: Synapse, Proteostasis, Unknown, Oxidative Stress, APP Metabolism
GO Term: Positive Regulation Of Ubiquitin-Dependent Endocytosis -> Biodomain: Endolysosome, Proteostasis, Synapse, APP Metabolism, Unknown
GO Term: Regulation Of Lymphocyte Migration -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Lymphocyte Migration -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Positive Regulation Of Lymphocyte Migration -> Biodomain: Immune Response, Unknown, Oxidative Stress, Autophagy, Structural Stabilization
GO Term: Regulation Of T Cell Migration -> Biodomain: Immune Response, Unknown, Apoptosis, Structural Stabilization, Endolysosome
GO Term: Negative Regulation Of T Cell Migration -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Positive Regulation Of T Cell Migration -> Biodomain: Immune Response, Unknown, Oxidative Stress, Autophagy, APP Metabolism
GO Term: Negative Regulation Of T Cell Extravasation -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Structural Stabilization
GO Term: Positive Regulation Of T Cell Extravasation -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Regulation Of Thymocyte Migration -> Biodomain: Immune Response, Unknown, Apoptosis, Endolysosome, Structural Stabilization
GO Term: Positive Regulation Of Thymocyte Migration -> Biodomain: Immune Response, Unknown, Autophagy, Oxidative Stress, APP Metabolism
GO Term: Positive Regulation Of Fibronectin-Dependent Thymocyte Migration -> Biodomain: Immune Response, Unknown, Structural Stabilization, Apoptosis, Endolysosome
GO Term: Negative Regulation Of Eosinophil Migration -> Biodomain: Immune Response, Unknown, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Positive Regulation Of Eosinophil Migration -> Biodomain: Immune Response, Unknown, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Negative Regulation Of Eosinophil Extravasation -> Biodomain: Immune Response, Unknown, Oxidative Stress, Endolysosome, Apoptosis
GO Term: Positive Regulation Of Eosinophil Chemotaxis -> Biodomain: Immune Response, Unknown, Oxidative Stress, Autophagy, APP Metabolism
GO Term: Regulation Of Apoptotic Cell Clearance -> Biodomain: Apoptosis, Immune Response, Proteostasis, Unknown, Endolysosome
GO Term: Negative Regulation Of Apoptotic Cell Clearance -> Biodomain: Apoptosis, Immune Response, Unknown, Proteostasis, Endolysosome
GO Term: Positive Regulation Of Apoptotic Cell Clearance -> Biodomain: Apoptosis, Immune Response, Unknown, Proteostasis, Endolysosome
GO Term: Regulation Of Cytokinesis, Actomyosin Contractile Ring Assembly -> Biodomain: Cell Cycle, Apoptosis, Immune Response, Unknown, Proteostasis
GO Term: Regulation Of Protein Neddylation -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Unknown, Endolysosome
GO Term: Negative Regulation Of Protein Neddylation -> Biodomain: Proteostasis, Unknown, Tau Homeostasis, Autophagy, Oxidative Stress
GO Term: Positive Regulation Of Protein Neddylation -> Biodomain: Proteostasis, Autophagy, Unknown, Tau Homeostasis, Oxidative Stress
GO Term: Negative Regulation Of Monocyte Extravasation -> Biodomain: Immune Response, Unknown, Oxidative Stress, Endolysosome, Apoptosis
GO Term: Positive Regulation Of Monocyte Extravasation -> Biodomain: Immune Response, Unknown, Oxidative Stress, Endolysosome, Apoptosis
GO Term: Regulation Of Macrophage Migration Inhibitory Factor Signaling Pathway -> Biodomain: Immune Response, Unknown, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Positive Regulation Of Macrophage Migration Inhibitory Factor Signaling Pathway -> Biodomain: Immune Response, Unknown, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Positive Regulation Of Cd8-Positive, Alpha-Beta T Cell Extravasation -> Biodomain: Immune Response, Unknown, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Regulation Of Cd8-Positive, Alpha-Beta Cytotoxic T Cell Extravasation -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Positive Regulation Of Cd8-Positive, Alpha-Beta Cytotoxic T Cell Extravasation -> Biodomain: Immune Response, Unknown, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Regulation Of Astrocyte Chemotaxis -> Biodomain: Immune Response, Unknown, Synapse, Oxidative Stress, Autophagy
GO Term: Positive Regulation Of Excitatory Postsynaptic Potential -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Tau Homeostasis, APP Metabolism
GO Term: Positive Regulation Of Astrocyte Chemotaxis -> Biodomain: Immune Response, Unknown, Synapse, Oxidative Stress, Autophagy
GO Term: Regulation Of Glycogen (Starch) Synthase Activity -> Biodomain: Unknown, Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Negative Regulation Of Glycogen (Starch) Synthase Activity -> Biodomain: Unknown, Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Positive Regulation Of Glycogen (Starch) Synthase Activity -> Biodomain: Unknown, Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Positive Regulation Of Hematopoietic Stem Cell Migration -> Biodomain: Unknown, Immune Response, Oxidative Stress, Autophagy, Proteostasis
GO Term: Regulation Of Opioid Receptor Signaling Pathway -> Biodomain: Unknown, Immune Response, Apoptosis, Synapse, Oxidative Stress
GO Term: Positive Regulation Of Metanephric Podocyte Development -> Biodomain: Unknown, Proteostasis, Immune Response, Apoptosis, Oxidative Stress
GO Term: Regulation Of Camp-Dependent Protein Kinase Activity -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Tau Homeostasis, APP Metabolism
GO Term: Negative Regulation Of Camp-Dependent Protein Kinase Activity -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Unknown
GO Term: Positive Regulation Of Camp-Dependent Protein Kinase Activity -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Unknown
GO Term: Negative Regulation Of Glutamine Transport -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Unknown
GO Term: Positive Regulation Of Glutamine Transport -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Unknown
GO Term: Negative Regulation Of Hepatic Stellate Cell Activation -> Biodomain: Unknown, Immune Response, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Positive Regulation Of Hepatic Stellate Cell Activation -> Biodomain: Unknown, Immune Response, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Negative Regulation Of Interleukin-18-Mediated Signaling Pathway -> Biodomain: Immune Response, Unknown, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Positive Regulation Of Interleukin-18-Mediated Signaling Pathway -> Biodomain: Immune Response, Unknown, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Negative Regulation Of Natural Killer Cell Chemotaxis -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Positive Regulation Of Natural Killer Cell Chemotaxis -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Positive Regulation Of Blood Vessel Remodeling -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Unknown, Structural Stabilization
GO Term: Regulation Of Dendritic Cell Chemotaxis -> Biodomain: Immune Response, Unknown, Autophagy, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Dendritic Cell Chemotaxis -> Biodomain: Immune Response, Unknown, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Positive Regulation Of Dendritic Cell Chemotaxis -> Biodomain: Immune Response, Unknown, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Positive Regulation Of Granzyme A Production -> Biodomain: Immune Response, Unknown, Apoptosis, Proteostasis, Oxidative Stress
GO Term: Regulation Of Cd4-Positive, Alpha-Beta T Cell Activation -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Negative Regulation Of Cd4-Positive, Alpha-Beta T Cell Activation -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Positive Regulation Of Cd4-Positive, Alpha-Beta T Cell Activation -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Negative Regulation Of T-Helper 1 Cell Activation -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Negative Regulation Of Immunological Synapse Formation -> Biodomain: Immune Response, Synapse, Unknown, Proteostasis, Apoptosis
GO Term: Positive Regulation Of Immunological Synapse Formation -> Biodomain: Immune Response, Synapse, Unknown, Proteostasis, Apoptosis
GO Term: Negative Regulation Of T Cell Costimulation -> Biodomain: Immune Response, Unknown, Apoptosis, Proteostasis, Endolysosome
GO Term: Positive Regulation Of T Cell Costimulation -> Biodomain: Immune Response, Unknown, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Positive Regulation Of Glycoprotein Biosynthetic Process Involved In Immunological Synapse Formation -> Biodomain: Synapse, Immune Response, Proteostasis, Unknown, APP Metabolism
GO Term: Positive Regulation Of Myeloid Dendritic Cell Chemotaxis -> Biodomain: Immune Response, Unknown, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Negative Regulation Of Renal Albumin Absorption -> Biodomain: Unknown, Immune Response, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Positive Regulation Of Renal Albumin Absorption -> Biodomain: Unknown, Immune Response, Oxidative Stress, Endolysosome, Proteostasis
GO Term: Regulation Of Entry Of Bacterium Into Host Cell -> Biodomain: Immune Response, Unknown, Oxidative Stress, Endolysosome, Apoptosis
GO Term: Negative Regulation Of Entry Of Bacterium Into Host Cell -> Biodomain: Immune Response, Unknown, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Positive Regulation Of B Cell Chemotaxis -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Positive Regulation Of Protein Geranylgeranylation -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Oxidative Stress, Unknown
GO Term: Positive Regulation Of Gastrulation -> Biodomain: Unknown, Immune Response, Apoptosis, Cell Cycle, Endolysosome
GO Term: Regulation Of Endothelial Cell Chemotaxis To Fibroblast Growth Factor -> Biodomain: Vasculature, Immune Response, Unknown, Oxidative Stress, Proteostasis
GO Term: Negative Regulation Of Endothelial Cell Chemotaxis To Fibroblast Growth Factor -> Biodomain: Vasculature, Immune Response, Unknown, Apoptosis, Structural Stabilization
GO Term: Positive Regulation Of Endothelial Cell Chemotaxis To Fibroblast Growth Factor -> Biodomain: Vasculature, Immune Response, Unknown, Oxidative Stress, Proteostasis
GO Term: Regulation Of Dendritic Cell Dendrite Assembly -> Biodomain: Immune Response, Unknown, Synapse, Oxidative Stress, Proteostasis
GO Term: Negative Regulation Of Dendritic Cell Dendrite Assembly -> Biodomain: Immune Response, Unknown, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Positive Regulation Of Dendritic Cell Dendrite Assembly -> Biodomain: Immune Response, Unknown, Synapse, Proteostasis, Oxidative Stress
GO Term: Negative Regulation Of T-Helper 2 Cell Cytokine Production -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Positive Regulation Of T-Helper 2 Cell Cytokine Production -> Biodomain: Immune Response, Unknown, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Positive Regulation Of T-Helper 1 Cell Cytokine Production -> Biodomain: Immune Response, Unknown, Oxidative Stress, Apoptosis, Proteostasis
GO Term: Positive Regulation Of Immunoglobulin Production In Mucosal Tissue -> Biodomain: Immune Response, Unknown, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Regulation Of Cd4-Positive, Alpha-Beta T Cell Proliferation -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Negative Regulation Of Cd4-Positive, Alpha-Beta T Cell Proliferation -> Biodomain: Immune Response, Unknown, Apoptosis, Proteostasis, Endolysosome
GO Term: Positive Regulation Of Cd4-Positive, Alpha-Beta T Cell Proliferation -> Biodomain: Immune Response, Unknown, Oxidative Stress, Apoptosis, Proteostasis
GO Term: Regulation Of Cd8-Positive, Alpha-Beta T Cell Proliferation -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Cd8-Positive, Alpha-Beta T Cell Proliferation -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Positive Regulation Of Cd8-Positive, Alpha-Beta T Cell Proliferation -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Structural Stabilization
GO Term: Positive Regulation Of Memory T Cell Activation -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Positive Regulation Of T-Helper 2 Cell Activation -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Positive Regulation Of Interleukin-4-Dependent Isotype Switching To Ige Isotypes -> Biodomain: Immune Response, Unknown, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Positive Regulation Of Dna Biosynthetic Process -> Biodomain: Unknown, DNA Repair, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Regulation Of Platelet-Derived Growth Factor Receptor-Alpha Signaling Pathway -> Biodomain: Immune Response, Unknown, Oxidative Stress, Structural Stabilization, APP Metabolism
GO Term: Negative Regulation Of Platelet-Derived Growth Factor Receptor-Alpha Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Unknown, APP Metabolism
GO Term: Regulation Of Platelet-Derived Growth Factor Receptor-Beta Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Endolysosome, Unknown, APP Metabolism
GO Term: Negative Regulation Of Platelet-Derived Growth Factor Receptor-Beta Signaling Pathway -> Biodomain: Immune Response, Unknown, Oxidative Stress, Structural Stabilization, Endolysosome
GO Term: Positive Regulation Of Platelet-Derived Growth Factor Receptor-Beta Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Synapse, Unknown, APP Metabolism
GO Term: Negative Regulation Of Metanephric Mesenchymal Cell Migration -> Biodomain: Unknown, Proteostasis, Immune Response, Apoptosis, Endolysosome
GO Term: Positive Regulation Of Metanephric Mesenchymal Cell Migration -> Biodomain: Unknown, Immune Response, Apoptosis, Endolysosome, Structural Stabilization
GO Term: Positive Regulation Of Metanephric Dct Cell Differentiation -> Biodomain: Unknown, Proteostasis, Oxidative Stress, APP Metabolism, Immune Response
GO Term: Positive Regulation Of Optic Nerve Formation -> Biodomain: Unknown, Synapse, Immune Response, Apoptosis, Mitochondrial Metabolism
GO Term: Positive Regulation Of Arp2/3 Complex-Mediated Actin Nucleation -> Biodomain: Synapse, Proteostasis, Apoptosis, Unknown, Oxidative Stress
