node,nodeID,root node,root node ID,biodomain_1,biodomain_2,biodomain_3,biodomain_4,biodomain_5
GOCC_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE,GO:0030134,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,System and Developmental Process
GOCC_COATED_VESICLE,GO:0030135,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus
GOCC_ENDOCYTIC_VESICLE,GO:0030139,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus,Structural Stabilization
GOCC_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE,GO:0030140,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,System and Developmental Process
GOCC_SECRETORY_GRANULE,GO:0030141,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process
GOCC_DYNEIN_COMPLEX,GO:0030286,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Structural Stabilization,System and Developmental Process
GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE,GO:0030312,,,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus,System and Developmental Process,Molecular Transport and Homeostasis
GOCC_JUNCTIONAL_MEMBRANE_COMPLEX,GO:0030314,cellular_component,GO:0005575,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics
GOCC_SITE_OF_POLARIZED_GROWTH,GO:0030427,cellular_component,GO:0005575,Cell Adhesion and Interaction,Structural Stabilization,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics
GOCC_COATED_VESICLE_MEMBRANE,GO:0030662,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Signal Transduction
GOCC_ENDOCYTIC_VESICLE_MEMBRANE,GO:0030666,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Signal Transduction,Protein Metabolism and Trafficking
GOCC_SECRETORY_GRANULE_MEMBRANE,GO:0030667,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,System and Developmental Process,Structural Stabilization,Signal Transduction
GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE_MEMBRANE,GO:0030669,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Response to Stimulus,Cell Adhesion and Interaction
GOCC_PHAGOCYTIC_VESICLE_MEMBRANE,GO:0030670,cellular_component,GO:0005575,Immune System and Inflammation,Intracellular Trafficking and Organelle Dynamics,Lipid Metabolism,Cell Adhesion and Interaction,Response to Stimulus
GOCC_CORTICAL_CYTOSKELETON,GO:0030863,cellular_component,GO:0005575,Structural Stabilization,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process,Response to Stimulus
GOCC_CORTICAL_ACTIN_CYTOSKELETON,GO:0030864,cellular_component,GO:0005575,Structural Stabilization,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Signal Transduction
GOCC_MEIOTIC_COHESIN_COMPLEX,GO:0030893,cellular_component,GO:0005575,Cell Cycle,Structural Stabilization,System and Developmental Process,Epigenetic Regulation,DNA Repair
GOCC_INTRACILIARY_TRANSPORT_PARTICLE_B,GO:0030992,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,Molecular Transport and Homeostasis,System and Developmental Process,Cell Adhesion and Interaction
GOCC_PLATELET_ALPHA_GRANULE_MEMBRANE,GO:0031092,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Immune System and Inflammation,Structural Stabilization,Response to Stimulus
GOCC_ENDOPLASMIC_RETICULUM_PALMITOYLTRANSFERASE_COMPLEX,,,,Lipid Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,Molecular Transport and Homeostasis
GOCC_LEADING_EDGE_MEMBRANE,GO:0031256,cellular_component,GO:0005575,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus
GOCC_EXTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE,GO:0031312,,,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,Cell Adhesion and Interaction
GOCC_EXTRINSIC_COMPONENT_OF_ENDOSOME_MEMBRANE,,,,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus
GOCC_EXTRINSIC_COMPONENT_OF_MITOCHONDRIAL_INNER_MEMBRANE,GO:0031314,cellular_component,GO:0005575,Mitochondrial Function and Metabolism,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking
GOCC_BOX_H_ACA_SNORNP_COMPLEX,,,,RNA Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Transcription and Translation Machinery,Molecular Transport and Homeostasis
GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX,GO:0031461,cellular_component,GO:0005575,Protein Metabolism and Trafficking,Cell Cycle,Apoptosis,Signal Transduction,System and Developmental Process
GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX,GO:0031462,cellular_component,GO:0005575,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus
GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX,GO:0031463,cellular_component,GO:0005575,Protein Metabolism and Trafficking,Signal Transduction,Epigenetic Regulation,Cell Cycle,Response to Stimulus
GOCC_TRAMP_COMPLEX,GO:0031499,cellular_component,GO:0005575,RNA Metabolism,Response to Stimulus,Transcription and Translation Machinery,Structural Stabilization,Protein Metabolism and Trafficking
GOCC_MOTILE_CILIUM,GO:0031514,cellular_component,GO:0005575,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Cell Adhesion and Interaction,Molecular Transport and Homeostasis,System and Developmental Process
GOCC_PCG_PROTEIN_COMPLEX,GO:0031519,cellular_component,GO:0005575,Epigenetic Regulation,Transcription and Translation Machinery,System and Developmental Process,Structural Stabilization,Response to Stimulus
GOCC_BRUSH_BORDER_MEMBRANE,GO:0031526,cellular_component,GO:0005575,Cell Adhesion and Interaction,Structural Stabilization,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOCC_MICROVILLUS_MEMBRANE,GO:0031528,cellular_component,GO:0005575,Cell Adhesion and Interaction,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,System and Developmental Process
GOCC_A_BAND,GO:0031672,cellular_component,GO:0005575,Structural Stabilization,System and Developmental Process,Cell Adhesion and Interaction,Molecular Transport and Homeostasis,Response to Stimulus
GOCC_I_BAND,GO:0031674,cellular_component,GO:0005575,Structural Stabilization,System and Developmental Process,Molecular Transport and Homeostasis,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics
GOCC_ENDOSOME_LUMEN,GO:0031904,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Response to Stimulus
GOCC_EARLY_ENDOSOME_LUMEN,GO:0031905,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Structural Stabilization,Signal Transduction
GOCC_MICROBODY_LUMEN,GO:0031907,,,Mitochondrial Function and Metabolism,Lipid Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis
GOCC_INTEGRATOR_COMPLEX,GO:0032039,cellular_component,GO:0005575,RNA Metabolism,Transcription and Translation Machinery,Epigenetic Regulation,Structural Stabilization,System and Developmental Process
GOCC_CUTICULAR_PLATE,GO:0032437,cellular_component,GO:0005575,Structural Stabilization,Signal Transduction,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,System and Developmental Process
GOCC_CARBOXY_TERMINAL_DOMAIN_PROTEIN_KINASE_COMPLEX,GO:0032806,,,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,Protein Metabolism and Trafficking,Response to Stimulus
GOCC_DENDRITE_CYTOPLASM,GO:0032839,cellular_component,GO:0005575,Neurodevelopment and Neuronal Differentiation,Neurotransmission and Synaptic Regulation,Structural Stabilization,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics
GOCC_PROTEIN_LIPID_COMPLEX,GO:0032994,cellular_component,GO:0005575,Lipid Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Structural Stabilization
GOCC_SARCOPLASMIC_RETICULUM_LUMEN,GO:0033018,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Protein Metabolism and Trafficking,Response to Stimulus
GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_MEMBRANE,GO:0033116,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,System and Developmental Process
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_PROTON_TRANSPORTING_DOMAIN,GO:0033177,cellular_component,GO:0005575,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Protein Metabolism and Trafficking
GOCC_TRANSCRIPTION_FACTOR_TFTC_COMPLEX,GO:0033276,cellular_component,GO:0005575,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,Response to Stimulus,RNA Metabolism
GOCC_RDNA_HETEROCHROMATIN,GO:0033553,cellular_component,GO:0005575,Epigenetic Regulation,Transcription and Translation Machinery,DNA Repair,Structural Stabilization,System and Developmental Process
GOCC_PHAGOPHORE_ASSEMBLY_SITE_MEMBRANE,GO:0034045,cellular_component,GO:0005575,Autophagy,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Cell Cycle
GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS,GO:0045540,biological_process,GO:0008150,Lipid Metabolism,Signal Transduction,System and Developmental Process,Epigenetic Regulation,Molecular Transport and Homeostasis
GOBP_MAST_CELL_ACTIVATION,GO:0045576,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Cell Adhesion and Interaction,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_B_CELL_DIFFERENTIATION,GO:0045578,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,System and Developmental Process,Response to Stimulus,Epigenetic Regulation
GOBP_POSITIVE_REGULATION_OF_B_CELL_DIFFERENTIATION,GO:0045579,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,System and Developmental Process,Cell Adhesion and Interaction,Response to Stimulus
GOBP_REGULATION_OF_GAMMA_DELTA_T_CELL_DIFFERENTIATION,GO:0045586,biological_process,GO:0008150,Immune System and Inflammation,System and Developmental Process,Signal Transduction,Cell Cycle,Epigenetic Regulation
GOBP_REGULATION_OF_CELL_DIFFERENTIATION,GO:0045595,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Cycle,Signal Transduction,Transcription and Translation Machinery
GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION,GO:0045596,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Cycle,Signal Transduction,Epigenetic Regulation
GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION,GO:0045597,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION,GO:0045598,biological_process,GO:0008150,System and Developmental Process,Lipid Metabolism,Cell Cycle,Epigenetic Regulation,Transcription and Translation Machinery
GOBP_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,GO:0045599,biological_process,GO:0008150,System and Developmental Process,Lipid Metabolism,Response to Stimulus,Signal Transduction,Epigenetic Regulation
GOBP_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,GO:0045600,biological_process,GO:0008150,System and Developmental Process,Signal Transduction,Lipid Metabolism,Transcription and Translation Machinery,Cell Cycle
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION,GO:0045601,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus,Structural Stabilization
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION,GO:0045603,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Epigenetic Regulation,Neurodevelopment and Neuronal Differentiation
GOBP_POSITIVE_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION,,,,System and Developmental Process,Signal Transduction,Cell Adhesion and Interaction,Response to Stimulus,Structural Stabilization
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,GO:0045621,biological_process,GO:0008150,Immune System and Inflammation,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_T_HELPER_1_CELL_DIFFERENTIATION,GO:0045627,biological_process,GO:0008150,Immune System and Inflammation,System and Developmental Process,Signal Transduction,Response to Stimulus,Transcription and Translation Machinery
GOBP_REGULATION_OF_T_HELPER_2_CELL_DIFFERENTIATION,GO:0045628,,,Immune System and Inflammation,Signal Transduction,Cell Adhesion and Interaction,System and Developmental Process,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_MELANOCYTE_DIFFERENTIATION,GO:0045636,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Signal Transduction,Response to Stimulus,Lipid Metabolism
GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,GO:0045639,biological_process,GO:0008150,Immune System and Inflammation,System and Developmental Process,Signal Transduction,Cell Cycle,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_DIFFERENTIATION,GO:0045650,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,System and Developmental Process,Response to Stimulus,Cell Cycle
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_DIFFERENTIATION,GO:0045657,biological_process,GO:0008150,Immune System and Inflammation,System and Developmental Process,Response to Stimulus,Signal Transduction,Epigenetic Regulation
GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION,GO:0045661,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Signal Transduction,Transcription and Translation Machinery
GOBP_NEGATIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION,GO:0045662,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Signal Transduction,Transcription and Translation Machinery,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION,GO:0045665,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,Signal Transduction,System and Developmental Process,Epigenetic Regulation,Transcription and Translation Machinery
GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,GO:0045667,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Signal Transduction,Epigenetic Regulation
GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,GO:0045668,biological_process,GO:0008150,System and Developmental Process,Signal Transduction,Cell Cycle,Apoptosis,Transcription and Translation Machinery
GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,GO:0045669,biological_process,GO:0008150,System and Developmental Process,Signal Transduction,Cell Adhesion and Interaction,Transcription and Translation Machinery,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_GLUCONEOGENESIS,GO:0045721,biological_process,GO:0008150,Lipid Metabolism,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus
