In a magical forest, a lonely unicorn named Luna discovered a hidden glade filled with twinkling stars. Every night, she danced under the shimmering lights, spreading joy and laughter to all the creatures around her. One evening, as she twirled, she made a wish for friends, and to her delight, a troupe of playful fairies appeared, ready to join her enchanting adventures.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair, Proteostasis
Pathway: Cellular Response To Brain-Derived Neurotrophic Factor Stimulus -> Biodomain: Immune Response, Synapse, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Response To Insulin-Like Growth Factor Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Glyoxalase (Glycolic Acid-Forming) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Metal Binding and Homeostasis

Pathway: Rzz Complex -> Biodomain: Cell Cycle, Unknown, Proteostasis, Apoptosis, Structural Stabilization

Pathway: Ryanodine Receptor Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Mitotic Recombination-Dependent Replication Fork Processing -> Biodomain: Cell Cycle, DNA Repair, Autophagy, Proteostasis, Unknown

Pathway: Stereocilia Tip-Link Density -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Unknown, Oxidative Stress

Pathway: Mirna Transport -> Biodomain: Unknown, Proteostasis, Autophagy, RNA Spliceosome, Immune Response

Pathway: Peroxisomal Importomer Complex -> Biodomain: Unknown, Autophagy, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis

Pathway: Extracellular Matrix Protein Binding -> Biodomain: Unknown, Structural Stabilization, Immune Response, Proteostasis, Apoptosis

Pathway: Prirna 3'-End Processing -> Biodomain: Unknown, RNA Spliceosome, Epigenetic, Autophagy, Proteostasis

Pathway: Sirna 3'-End Processing -> Biodomain: Unknown, RNA Spliceosome, Epigenetic, Autophagy, Proteostasis

Pathway: Upper Tip-Link Density -> Biodomain: Synapse, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress, Proteostasis

Pathway: U6 2'-O-Snrna Methylation -> Biodomain: RNA Spliceosome, Unknown, Epigenetic, Autophagy, Proteostasis

Pathway: Map Kinase Serine/Threonine Phosphatase Activity -> Biodomain: Unknown, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Intrinsic Apoptotic Signaling Pathway In Response To Nitrosative Stress -> Biodomain: Apoptosis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy

Pathway: Peptidyl-Threonine Autophosphorylation -> Biodomain: Autophagy, Proteostasis, Apoptosis, Unknown, Oxidative Stress

Pathway: F-Box Domain Binding -> Biodomain: Unknown, Proteostasis, Apoptosis, Cell Cycle, Autophagy

Pathway: U1 Snrnp Binding -> Biodomain: Unknown, RNA Spliceosome, Proteostasis, Apoptosis, DNA Repair

Pathway: U2 Snrnp Binding -> Biodomain: Unknown, RNA Spliceosome, Proteostasis, Apoptosis, DNA Repair

Pathway: Exon-Exon Junction Complex Binding -> Biodomain: RNA Spliceosome, Unknown, Proteostasis, Apoptosis, DNA Repair

Pathway: Linear Polyubiquitin Binding -> Biodomain: Proteostasis, Apoptosis, Immune Response, Autophagy, Mitochondrial Metabolism

Pathway: Parkin-Fbxw7-Cul1 Ubiquitin Ligase Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, DNA Repair, Unknown

Pathway: L-Type Voltage-Gated Calcium Channel Complex -> Biodomain: Vasculature, Oxidative Stress, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Mitochondrion-Endoplasmic Reticulum Membrane Tethering -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Lipid Metabolism, Proteostasis

Pathway: Transferrin Receptor Binding -> Biodomain: Metal Binding and Homeostasis, Immune Response, Oxidative Stress, Apoptosis, Endolysosome

Pathway: Leptin Receptor Binding -> Biodomain: Unknown, Immune Response, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism

Pathway: Omegasome -> Biodomain: Autophagy, Endolysosome, Proteostasis, Unknown, Oxidative Stress

Pathway: Protein Autosumoylation -> Biodomain: Proteostasis, Apoptosis, Autophagy, DNA Repair, Unknown

Pathway: Mtrec Complex -> Biodomain: RNA Spliceosome, Autophagy, Proteostasis, Unknown, Epigenetic

Pathway: Response To Ultrasound -> Biodomain: Unknown, Immune Response, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Mrna Pseudouridine Synthesis -> Biodomain: RNA Spliceosome, Epigenetic, Unknown, Proteostasis, Autophagy

Pathway: Mitotic Spindle Microtubule -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Structural Stabilization, Unknown

Pathway: Exon-Exon Junction Subcomplex Mago-Y14 -> Biodomain: RNA Spliceosome, Unknown, Proteostasis, Epigenetic, Autophagy

Pathway: Dense Core Granule Maturation -> Biodomain: Synapse, Autophagy, Proteostasis, Oxidative Stress, Immune Response

Pathway: Dense Core Granule Exocytosis -> Biodomain: Synapse, Immune Response, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Mitotic Dna-Templated Dna Replication -> Biodomain: Cell Cycle, DNA Repair, Autophagy, Proteostasis, Unknown

Pathway: Ckm Complex -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, RNA Spliceosome, Unknown

Pathway: Cry-Per Complex -> Biodomain: Unknown, Oxidative Stress, Proteostasis, Epigenetic, Autophagy

Pathway: Clock-Bmal Transcription Complex -> Biodomain: Unknown, Oxidative Stress, Proteostasis, Epigenetic, Autophagy

Pathway: Single-Stranded 3'-5' Dna Helicase Activity -> Biodomain: Unknown, DNA Repair, Autophagy, Proteostasis, Epigenetic

Pathway: Pyrimidine Nucleotide Import Into Mitochondrion -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Lipid Metabolism, DNA Repair

Pathway: Bone Regeneration -> Biodomain: Immune Response, Apoptosis, Mitochondrial Metabolism, Proteostasis, Autophagy

Pathway: Glycosylphosphatidylinositol-Mannosyltransferase I Complex -> Biodomain: Unknown, Endolysosome, Proteostasis, Lipid Metabolism, Apoptosis

Pathway: Phospholipid-Translocating Atpase Complex -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Unknown

Pathway: Dom34-Hbs1 Complex -> Biodomain: Unknown, Proteostasis, Autophagy, RNA Spliceosome, DNA Repair

Pathway: Neuron Projection Maintenance -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Autophagy, Unknown

Pathway: Fructose Import Across Plasma Membrane -> Biodomain: Unknown, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis

Pathway: Mitochondrial Manganese Ion Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Autophagy, Proteostasis

Pathway: Mitochondrial Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis, Proteostasis

Pathway: Mitochondrial S-Adenosyl-L-Methionine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Lipid Metabolism, Metal Binding and Homeostasis

Pathway: Mitochondrial Atp Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy

Pathway: Mitochondrial Phosphate Ion Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, APP Metabolism, Metal Binding and Homeostasis

Pathway: Mitochondrial Fad Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Mitochondrial Nad Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Metal Binding and Homeostasis

Pathway: Mitochondrial Alpha-Ketoglutarate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Mitochondrial Coenzyme A Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Hsp90-Cdc37 Chaperone Complex -> Biodomain: Proteostasis, Apoptosis, Autophagy, Mitochondrial Metabolism, Unknown

Pathway: I(Kach) Inward Rectifier Potassium Channel Complex -> Biodomain: Synapse, Immune Response, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Udp-N-Acetylglucosamine Transmembrane Transport -> Biodomain: Unknown, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis

Pathway: Gdp-Mannose Transmembrane Transport -> Biodomain: Unknown, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Tert-Rmrp Complex -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Potassium Ion Import Across Plasma Membrane -> Biodomain: Unknown, Oxidative Stress, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis

Pathway: Mitochondrial L-Ornithine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, APP Metabolism

Pathway: Perinuclear Endoplasmic Reticulum Membrane -> Biodomain: Unknown, Endolysosome, Proteostasis, Autophagy, Structural Stabilization

Pathway: Phospholipase D Activator Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome

Pathway: Cardiac Troponin Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Myelination

Pathway: Atf4-Creb1 Transcription Factor Complex -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Autophagy, Immune Response

Pathway: Atf1-Atf4 Transcription Factor Complex -> Biodomain: Proteostasis, Oxidative Stress, Autophagy, Immune Response, Apoptosis

Pathway: Protein K69-Linked Ufmylation -> Biodomain: Proteostasis, Apoptosis, Autophagy, Unknown, DNA Repair

Pathway: Mast Cell Secretagogue Receptor Activity -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Unknown

Pathway: Aip1-Ire1 Complex -> Biodomain: Proteostasis, Apoptosis, Autophagy, Oxidative Stress, Immune Response

Pathway: 3' Overhang Single-Stranded Dna Endodeoxyribonuclease Activity -> Biodomain: DNA Repair, Unknown, Apoptosis, Proteostasis, Autophagy

Pathway: Dark Adaptation -> Biodomain: Unknown, Oxidative Stress, Proteostasis, Apoptosis, Mitochondrial Metabolism

Pathway: Ire1-Traf2-Ask1 Complex -> Biodomain: Proteostasis, Apoptosis, Endolysosome, Oxidative Stress, Mitochondrial Metabolism

Pathway: Glutamate-Cysteine Ligase Regulator Activity -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Regulation Of Cytoplasmic Translational Initiation In Response To Stress -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Immune Response, Mitochondrial Metabolism

Pathway: Chop-Atf4 Complex -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Autophagy, Immune Response

Pathway: Anpr-A Receptor Complex -> Biodomain: Vasculature, Immune Response, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Chop-Atf3 Complex -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Endolysosome, Immune Response

Pathway: Mitochondrial Outer Membrane Fusion -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy

Pathway: Mitochondrial Inner Membrane Fusion -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy

Pathway: Phospholamban Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Lipid Metabolism

Pathway: Ire1-Rack1-Pp2A Complex -> Biodomain: Proteostasis, Apoptosis, Autophagy, Unknown, Oxidative Stress

Pathway: Proximal Dendrite -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Response To Prolactin -> Biodomain: Immune Response, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Response To Iron Ion Starvation -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Immune Response, Autophagy, Proteostasis

Pathway: Cellular Response To Prolactin -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Endolysosome

Pathway: C/Ebp Complex -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Endolysosome

Pathway: Sebum Secreting Cell Proliferation -> Biodomain: Immune Response, Lipid Metabolism, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Calprotectin Complex -> Biodomain: Metal Binding and Homeostasis, Immune Response, Oxidative Stress, Proteostasis, Apoptosis

Pathway: S100A8 Complex -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Structural Stabilization

Pathway: S100A9 Complex -> Biodomain: Oxidative Stress, Immune Response, Autophagy, Proteostasis, Structural Stabilization

Pathway: Nkx-2.5 Complex -> Biodomain: Immune Response, Mitochondrial Metabolism, Apoptosis, Proteostasis, Endolysosome

Pathway: Anxa2-P11 Complex -> Biodomain: Unknown, Proteostasis, Apoptosis, Oxidative Stress, Endolysosome

Pathway: Pcsk9-Ldlr Complex -> Biodomain: Endolysosome, Lipid Metabolism, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Pcsk9-Anxa2 Complex -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Lipid Metabolism, Immune Response

Pathway: Golgi Cis Cisterna Membrane -> Biodomain: Unknown, Structural Stabilization, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis

Pathway: Golgi Medial Cisterna Membrane -> Biodomain: Unknown, Structural Stabilization, Lipid Metabolism, Proteostasis, Autophagy

Pathway: Golgi Trans Cisterna Membrane -> Biodomain: Unknown, Structural Stabilization, Lipid Metabolism, Proteostasis, Autophagy

Pathway: Response To Melanocyte-Stimulating Hormone -> Biodomain: Immune Response, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Apoptosis

Pathway: Csf1-Csf1R Complex -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Endolysosome

Pathway: Dna Double-Strand Break Attachment To Nuclear Envelope -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Proteostasis, Unknown

Pathway: Ush2 Complex -> Biodomain: Unknown, Proteostasis, Immune Response, Apoptosis, Structural Stabilization

Pathway: Protein Depalmitoleylation -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy

Pathway: Palmitoleoyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Palmitoleyl Hydrolase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Nucleolar Chromatin Organization -> Biodomain: Unknown, Proteostasis, Epigenetic, DNA Repair, Autophagy

Pathway: Cholangiocyte Proliferation -> Biodomain: Immune Response, Mitochondrial Metabolism, Apoptosis, Proteostasis, Autophagy

Pathway: Mad1 Complex -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Oxidative Stress, Unknown

Pathway: Conditioned Place Preference -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Presynaptic Active Zone Organization -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle

Pathway: Beta-Catenin-Icat Complex -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle, Immune Response

Pathway: Hfe-Transferrin Receptor Complex -> Biodomain: Metal Binding and Homeostasis, Iron Homeostasis, Immune Response, Proteostasis, Oxidative Stress

Pathway: Survivin Complex -> Biodomain: Apoptosis, Proteostasis, Oxidative Stress, Immune Response, Mitochondrial Metabolism

Pathway: Mrna Cds Binding -> Biodomain: Unknown, RNA Spliceosome, Proteostasis, Apoptosis, DNA Repair

Pathway: Axonemal Central Apparatus -> Biodomain: Unknown, Structural Stabilization, Synapse, Mitochondrial Metabolism, Proteostasis

Pathway: Axonemal Central Pair Projection -> Biodomain: Unknown, Structural Stabilization, Synapse, Mitochondrial Metabolism, Proteostasis

Pathway: Dapk1-Calmodulin Complex -> Biodomain: Apoptosis, Autophagy, Proteostasis, Oxidative Stress, Immune Response

Pathway: Cytoplasmic Periphery Of The Nuclear Pore Complex -> Biodomain: Unknown, Structural Stabilization, Immune Response, Apoptosis, DNA Repair

Pathway: Galectin Complex -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Autophagy

Pathway: Lsm1-7-Pat1 Complex -> Biodomain: RNA Spliceosome, Unknown, Proteostasis, Autophagy, DNA Repair

Pathway: Mitotic Spindle Assembly Checkpoint Mad1-Mad2 Complex -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Unknown, Structural Stabilization

Pathway: Vcp-Nsfl1C Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Titin-Telethonin Complex -> Biodomain: Structural Stabilization, Myelination, Proteostasis, Apoptosis, Unknown

Pathway: Response To Manganese-Induced Endoplasmic Reticulum Stress -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Mitochondrial Metabolism, Immune Response

Pathway: Pseudouridine 5'-Phosphatase Activity -> Biodomain: Unknown, RNA Spliceosome, Apoptosis, Proteostasis, Metal Binding and Homeostasis

Pathway: Granulosa Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Microvesicle -> Biodomain: Unknown, Oxidative Stress, Immune Response, Autophagy, Endolysosome

Pathway: Protein Sialylation -> Biodomain: Unknown, Proteostasis, Oxidative Stress, Lipid Metabolism, Immune Response

Pathway: Earp Complex -> Biodomain: Endolysosome, Oxidative Stress, Autophagy, Proteostasis, Immune Response

Pathway: Cellular Detoxification -> Biodomain: Oxidative Stress, Autophagy, Proteostasis, Metal Binding and Homeostasis, Apoptosis

Pathway: Microtubule End -> Biodomain: Unknown, Structural Stabilization, Proteostasis, Autophagy, Cell Cycle

Pathway: Mitotic Spindle Microtubule Depolymerization -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Structural Stabilization, Unknown

Pathway: Ubiquitin-Like Ligase-Substrate Adaptor Activity -> Biodomain: Proteostasis, Apoptosis, Autophagy, Unknown, Oxidative Stress

Pathway: Ubiquitin Ligase Activator Activity -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Autophagy, Unknown

Pathway: Mitotic Sister Chromatid Biorientation -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Unknown
