Once upon a time, in a hidden valley, a gentle unicorn named Luna spread her shimmering wings under the moonlight. Each night, she gathered the stars that fell from the sky and returned them to their rightful place, making the world sparkle with magic. One evening, as she shared her glow with a lost little fox, they became friends, and together they filled the valley with laughter and joy.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair, Proteostasis

Pathway: Trans-Synaptic Protein Complex -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Structural Stabilization

Pathway: Bmp Receptor Activity -> Biodomain: Immune Response, Apoptosis, Structural Stabilization, Proteostasis, Endolysosome

Pathway: Endoplasmic Reticulum Tubular Network Membrane -> Biodomain: Endolysosome, Proteostasis, Autophagy, Oxidative Stress, Lipid Metabolism

Pathway: Endoplasmic Reticulum Subcompartment -> Biodomain: Endolysosome, Proteostasis, Apoptosis, Oxidative Stress, Mitochondrial Metabolism

Pathway: Modulation Of Inhibitory Postsynaptic Potential -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Intestinal Folate Absorption -> Biodomain: Lipid Metabolism, Immune Response, Mitochondrial Metabolism, Proteostasis, Autophagy

Pathway: Presynaptic Endosome -> Biodomain: Synapse, Endolysosome, Autophagy, Proteostasis, Oxidative Stress

Pathway: Presynaptic Active Zone Cytoplasmic Component -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Structural Stabilization, Autophagy

Pathway: Presynaptic Endocytic Zone -> Biodomain: Synapse, Endolysosome, Autophagy, Proteostasis, Oxidative Stress

Pathway: Presynaptic Endocytic Zone Membrane -> Biodomain: Synapse, Autophagy, Proteostasis, Oxidative Stress, Mitochondrial Metabolism

Pathway: Postsynaptic Recycling Endosome -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Autophagy, Immune Response

Pathway: Folate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Immune Response, Autophagy, DNA Repair

Pathway: Postsynaptic Density Membrane -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Immune Response

Pathway: Protein Transport Along Microtubule -> Biodomain: Proteostasis, Autophagy, Synapse, Cell Cycle, Mitochondrial Metabolism

Pathway: Postsynaptic Early Endosome -> Biodomain: Synapse, Endolysosome, Autophagy, Proteostasis, Immune Response

Pathway: Postsynaptic Endocytic Zone -> Biodomain: Synapse, Endolysosome, Proteostasis, Apoptosis, Oxidative Stress

Pathway: Postsynaptic Endosome -> Biodomain: Synapse, Endolysosome, Autophagy, Proteostasis, Immune Response

Pathway: Podocyte Foot -> Biodomain: Synapse, Vasculature, Proteostasis, Apoptosis, Immune Response

Pathway: Sequence-Specific Single Stranded Dna Binding -> Biodomain: DNA Repair, RNA Spliceosome, Epigenetic, Proteostasis, Autophagy

Pathway: Cellular Detoxification Of Cadmium Ion -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Autophagy, Proteostasis, Immune Response

Pathway: Extrinsic Component Of Synaptic Vesicle Membrane -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Mitochondrial Metabolism

Pathway: Lytic Vacuole Membrane -> Biodomain: Endolysosome, Autophagy, Proteostasis, Oxidative Stress, Lipid Metabolism

Pathway: Hcn Channel Complex -> Biodomain: Synapse, Immune Response, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Intestinal Lipid Absorption -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy

Pathway: Membrane Microdomain -> Biodomain: Lipid Metabolism, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress, Proteostasis

Pathway: Actin-Based Cell Projection -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Autophagy, Cell Cycle

Pathway: Cluster Of Actin-Based Cell Projections -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Autophagy, Oxidative Stress

Pathway: Intramembranous Bone Growth -> Biodomain: Structural Stabilization, Mitochondrial Metabolism, Immune Response, Apoptosis, Cell Cycle

Pathway: Bone Growth -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Mitochondrial Metabolism, Cell Cycle

Pathway: Cellular Oxidant Detoxification -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Autophagy, Proteostasis, DNA Repair

Pathway: Action Potential Propagation -> Biodomain: Synapse, Immune Response, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Postsynaptic Actin Cytoskeleton -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Structural Stabilization, Autophagy

Pathway: G Protein-Coupled Neurotransmitter Receptor Activity Involved In Regulation Of Postsynaptic Cytosolic Calcium Ion Concentration -> Biodomain: Synapse, Oxidative Stress, Calcium Homeostasis, Proteostasis, Apoptosis

Pathway: Epididymosome -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Lipid Metabolism

Pathway: Vesicle-Mediated Transport To The Plasma Membrane -> Biodomain: Vesicle-Mediated Transport To The Plasma Membrane, Proteostasis, Autophagy, Synapse, Immune Response

Pathway: Neurotransmitter Receptor Transport To Plasma Membrane -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle

Pathway: Neurotransmitter Receptor Complex -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Immune Response

Pathway: Structural Constituent Of Postsynaptic Specialization -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Apoptosis, Immune Response

Pathway: Maintenance Of Postsynaptic Specialization Structure -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Apoptosis, Immune Response

Pathway: Structural Constituent Of Presynaptic Active Zone -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Apoptosis, Immune Response

Pathway: Synapse Pruning -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Postsynaptic Neurotransmitter Receptor Internalization -> Biodomain: Synapse, Endolysosome, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Modification Of Postsynaptic Actin Cytoskeleton -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Autophagy

Pathway: Neurotransmitter Receptor Transport, Endosome To Postsynaptic Membrane -> Biodomain: Synapse, Autophagy, Proteostasis, Oxidative Stress, Endolysosome

Pathway: Extrinsic Component Of Presynaptic Membrane -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Mitochondrial Metabolism

Pathway: Extrinsic Component Of Postsynaptic Membrane -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle

Pathway: Extrinsic Component Of Presynaptic Endocytic Zone Membrane -> Biodomain: Synapse, Autophagy, Proteostasis, Oxidative Stress, Structural Stabilization

Pathway: Postsynaptic Endosome Membrane -> Biodomain: Synapse, Endolysosome, Proteostasis, Apoptosis, Oxidative Stress

Pathway: Regulation Of Action Potential -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Regulation Of Cardiac Muscle Cell Action Potential -> Biodomain: Vasculature, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Regulation Of Membrane Depolarization During Action Potential -> Biodomain: Synapse, Apoptosis, Immune Response, Mitochondrial Metabolism, Oxidative Stress

Pathway: Regulation Of Membrane Repolarization During Action Potential -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Regulation Of Av Node Cell Action Potential -> Biodomain: Vasculature, Synapse, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Regulation Of Bundle Of His Cell Action Potential -> Biodomain: Vasculature, Immune Response, Apoptosis, Cell Cycle, Structural Stabilization

Pathway: Regulation Of Purkinje Myocyte Action Potential -> Biodomain: Vasculature, Synapse, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Regulation Of Sa Node Cell Action Potential -> Biodomain: Vasculature, Immune Response, Apoptosis, Cell Cycle, Structural Stabilization

Pathway: Regulation Of Neuronal Action Potential -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Regulation Of Cardiac Muscle Cell Action Potential Involved In Regulation Of Contraction -> Biodomain: Vasculature, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Regulation Of Atrial Cardiac Muscle Cell Action Potential -> Biodomain: Vasculature, Immune Response, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Regulation Of Ventricular Cardiac Muscle Cell Action Potential -> Biodomain: Vasculature, Oxidative Stress, Apoptosis, Proteostasis, Cell Cycle

Pathway: Membrane Depolarization During Atrial Cardiac Muscle Cell Action Potential -> Biodomain: Synapse, Oxidative Stress, Apoptosis, Proteostasis, Vasculature

Pathway: Membrane Repolarization During Atrial Cardiac Muscle Cell Action Potential -> Biodomain: Vasculature, Immune Response, Apoptosis, Cell Cycle, Structural Stabilization

Pathway: Membrane Repolarization During Ventricular Cardiac Muscle Cell Action Potential -> Biodomain: Vasculature, Oxidative Stress, Apoptosis, Proteostasis, Cell Cycle

Pathway: Structural Constituent Of Synapse -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Apoptosis, Immune Response

Pathway: Structural Constituent Of Postsynaptic Density -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Apoptosis, Immune Response

Pathway: Retrograde Trans-Synaptic Signaling By Endocannabinoid -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Immune Response

Pathway: Retrograde Trans-Synaptic Signaling By Nitric Oxide, Modulating Synaptic Transmission -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Immune Response

Pathway: Postsynaptic Signal Transduction -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Immune Response

Pathway: Presynaptic Signal Transduction -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Cell Cycle

Pathway: Axonal Transport -> Biodomain: Synapse, Autophagy, Proteostasis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Dendritic Transport -> Biodomain: Synapse, Proteostasis, Autophagy, Mitochondrial Metabolism, Oxidative Stress

Pathway: Anterograde Dendritic Transport -> Biodomain: Synapse, Proteostasis, Autophagy, Mitochondrial Metabolism, Cell Cycle

Pathway: Dendritic Transport Of Mitochondrion -> Biodomain: Mitochondrial Metabolism, Synapse, Autophagy, Proteostasis, Oxidative Stress

Pathway: Retrograde Trans-Synaptic Signaling By Trans-Synaptic Protein Complex -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Immune Response

Pathway: Neurotransmitter Receptor Transport, Postsynaptic Endosome To Lysosome -> Biodomain: Synapse, Endolysosome, Autophagy, Proteostasis, Apoptosis

Pathway: Postsynaptic Recycling Endosome Membrane -> Biodomain: Synapse, Endolysosome, Proteostasis, Apoptosis, Oxidative Stress

Pathway: Receptor Diffusion Trapping -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Structural Stabilization, Immune Response

Pathway: Presynaptic Endosome Membrane -> Biodomain: Synapse, Endolysosome, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Anterograde Axonal Transport Of Mitochondrion -> Biodomain: Mitochondrial Metabolism, Synapse, Autophagy, Proteostasis, Oxidative Stress

Pathway: Retrograde Axonal Transport Of Mitochondrion -> Biodomain: Synapse, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Dendritic Transport Of Messenger Ribonucleoprotein Complex -> Biodomain: Synapse, RNA Spliceosome, Proteostasis, Autophagy, Cell Cycle

Pathway: Anterograde Dendritic Transport Of Messenger Ribonucleoprotein Complex -> Biodomain: Synapse, Proteostasis, Autophagy, RNA Spliceosome, Mitochondrial Metabolism

Pathway: Extracellular Matrix Of Synaptic Cleft -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Oxidative Stress, Immune Response

Pathway: Perisynaptic Extracellular Matrix -> Biodomain: Synapse, Structural Stabilization, Oxidative Stress, Proteostasis, Immune Response

Pathway: Exocytic Insertion Of Neurotransmitter Receptor To Postsynaptic Membrane -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Autophagy

Pathway: Neurotransmitter Receptor Transport Postsynaptic Membrane To Endosome -> Biodomain: Synapse, Endolysosome, Proteostasis, Apoptosis, Oxidative Stress

Pathway: Neurotransmitter Receptor Transport To Postsynaptic Membrane -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Postsynaptic Neurotransmitter Receptor Diffusion Trapping -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Immune Response

Pathway: Anterograde Dendritic Transport Of Neurotransmitter Receptor Complex -> Biodomain: Synapse, Proteostasis, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Structural Constituent Of Postsynaptic Actin Cytoskeleton -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Oxidative Stress, Apoptosis

Pathway: Postsynaptic Actin Cytoskeleton Organization -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle

Pathway: Excitatory Chemical Synaptic Transmission -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Immune Response

Pathway: Inhibitory Chemical Synaptic Transmission -> Biodomain: Synapse, Immune Response, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Glutamatergic Synapse -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Immune Response

Pathway: Cholinergic Synapse -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Mitochondrial Metabolism

Pathway: Gaba-Ergic Synapse -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Oxidative Stress

Pathway: Symmetric, Gaba-Ergic, Inhibitory Synapse -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Neuron To Neuron Synapse -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Asymmetric, Glutamatergic, Excitatory Synapse -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Myelination

Pathway: Regulation Of Modification Of Synapse Structure, Modulating Synaptic Transmission -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Cell Cycle

Pathway: Nmda Selective Glutamate Receptor Signaling Pathway -> Biodomain: Synapse, Immune Response, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Ampa Selective Glutamate Receptor Signaling Pathway -> Biodomain: Synapse, Immune Response, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Neuronal Dense Core Vesicle -> Biodomain: Synapse, Neuronal Dense Core Vesicle, Proteostasis, Immune Response, Apoptosis

Pathway: Extrinsic Component Of Postsynaptic Early Endosome Membrane -> Biodomain: Synapse, Autophagy, Endolysosome, Proteostasis, Oxidative Stress

Pathway: Vesicle-Mediated Transport In Synapse -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Autophagy, Cell Cycle

Pathway: Modification Of Postsynaptic Structure -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Cell Cycle

Pathway: Neuronal Dense Core Vesicle Exocytosis -> Biodomain: Synapse, Immune Response, Oxidative Stress, Apoptosis, Proteostasis

Pathway: Neuronal Dense Core Vesicle Membrane -> Biodomain: Synapse, Proteostasis, Autophagy, Oxidative Stress, Mitochondrial Metabolism

Pathway: Neuronal Dense Core Vesicle Lumen -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Maintenance Of Protein Localization At Cell Tip -> Biodomain: Proteostasis, Synapse, Autophagy, Cell Cycle, Mitochondrial Metabolism

Pathway: Perinuclear Endoplasmic Reticulum Lumen -> Biodomain: Endolysosome, Proteostasis, Apoptosis, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Vesicle Tethering -> Biodomain: Vesicle Tethering, Autophagy, Proteostasis, Synapse, Endolysosome

Pathway: Vesicle Tethering Complex -> Biodomain: Endolysosome, Autophagy, Proteostasis, Synapse, Mitochondrial Metabolism

Pathway: Ceramide Floppase Activity -> Biodomain: Lipid Metabolism, Autophagy, Mitochondrial Metabolism, Oxidative Stress, Structural Stabilization

Pathway: Sphingolipid Translocation -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Structural Stabilization, Oxidative Stress

Pathway: Ceramide Translocation -> Biodomain: Lipid Metabolism, Structural Stabilization, Mitochondrial Metabolism, Autophagy, Oxidative Stress

Pathway: Vesicle Tethering To Golgi -> Biodomain: Vesicle Tethering To Golgi, Structural Stabilization, Autophagy, Immune Response, Lipid Metabolism

Pathway: Vesicle Tethering To Endoplasmic Reticulum -> Biodomain: Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Clathrin Coat Assembly Involved In Endocytosis -> Biodomain: Endolysosome, Autophagy, Immune Response, Synapse, Structural Stabilization

Pathway: Vesicle Scission -> Biodomain: Endolysosome, Autophagy, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism

Pathway: Presynapse Assembly -> Biodomain: Synapse, Proteostasis, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Postsynapse Assembly -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Structural Stabilization

Pathway: Regulation Of Postsynaptic Membrane Neurotransmitter Receptor Levels -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Immune Response

Pathway: Mitochondrion-Derived Vesicle -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, APP Metabolism

Pathway: Mitochondrion To Lysosome Vesicle-Mediated Transport -> Biodomain: Mitochondrial Metabolism, Autophagy, Endolysosome, Oxidative Stress, Proteostasis

Pathway: Histone-Dependent Dna Binding -> Biodomain: Epigenetic, DNA Repair, Autophagy, Proteostasis, Immune Response
