Once upon a time in a glittering forest, a curious unicorn named Luna discovered a hidden glade filled with glowing flowers. Each night, the flowers whispered secrets of joy and laughter, making Luna's heart sparkle with happiness. With a gentle flick of her tail, she spread the magic of the glade across the land, bringing sweet dreams to all who slept under the stars.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, DNA Repair
Pathway: Ceramide Floppase Activity -> Biodomain: Lipid Metabolism, Autophagy, Mitochondrial Metabolism, Proteostasis, Apoptosis

Pathway: Sphingolipid Translocation -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Structural Stabilization, Cell Cycle

Pathway: Ceramide Translocation -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Structural Stabilization, Oxidative Stress

Pathway: Vesicle Tethering To Golgi -> Biodomain: Vesicle Tethering To Golgi, Autophagy, Proteostasis, Synapse, Structural Stabilization

Pathway: Vesicle Tethering To Endoplasmic Reticulum -> Biodomain: Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Clathrin Coat Assembly Involved In Endocytosis -> Biodomain: Endolysosome, Synapse, Autophagy, Immune Response, Structural Stabilization

Pathway: Vesicle Scission -> Biodomain: Endolysosome, Autophagy, Mitochondrial Metabolism, Proteostasis, Synapse

Pathway: Presynapse Assembly -> Biodomain: Synapse, Proteostasis, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Postsynapse Assembly -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Structural Stabilization

Pathway: Regulation Of Postsynaptic Membrane Neurotransmitter Receptor Levels -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Immune Response

Pathway: Mitochondrion-Derived Vesicle -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, APP Metabolism

Pathway: Mitochondrion To Lysosome Vesicle-Mediated Transport -> Biodomain: Mitochondrial Metabolism, Endolysosome, Autophagy, Oxidative Stress, Proteostasis

Pathway: Histone-Dependent Dna Binding -> Biodomain: Epigenetic, DNA Repair, Autophagy, Proteostasis, Immune Response

Pathway: Borc Complex -> Biodomain: Endolysosome, Autophagy, Mitochondrial Metabolism, Structural Stabilization, Immune Response

Pathway: Supramolecular Complex -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Synapse, Immune Response

Pathway: Postsynaptic Specialization Organization -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Axonal Transport Of Messenger Ribonucleoprotein Complex -> Biodomain: Synapse, Autophagy, RNA Spliceosome, Proteostasis, Mitochondrial Metabolism

Pathway: Postsynaptic Specialization, Intracellular Component -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Autophagy

Pathway: Postsynaptic Density, Intracellular Component -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Cell Cycle

Pathway: Calcium Export From The Mitochondrion -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Metal Binding and Homeostasis

Pathway: Ligand-Gated Monoatomic Cation Channel Activity -> Biodomain: Synapse, Oxidative Stress, Immune Response, Apoptosis, Proteostasis

Pathway: Ligand-Gated Monoatomic Anion Channel Activity -> Biodomain: Synapse, Oxidative Stress, Apoptosis, Proteostasis, Cell Cycle

Pathway: Channel Activator Activity -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome

Pathway: Potassium Channel Activator Activity -> Biodomain: Ion Channel Regulation, Oxidative Stress, Proteostasis, Apoptosis, Immune Response

Pathway: Ion Channel Regulator Activity -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Immune Response

Pathway: Microtubule-Based Transport -> Biodomain: Proteostasis, Synapse, Autophagy, Cell Cycle, Structural Stabilization

Pathway: Chromosome, Subtelomeric Region -> Biodomain: DNA Repair, Epigenetic, Proteostasis, Cell Cycle, Autophagy

Pathway: Trna 5'-End Processing -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Cell Cycle, Epigenetic

Pathway: Rna Polymerase Ii C-Terminal Domain Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Proteostasis

Pathway: Somato-Dendritic Dopamine Secretion -> Biodomain: Synapse, Immune Response, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Mitochondrial [2Fe-2S] Assembly Complex -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy

Pathway: Estrogen Binding -> Biodomain: Immune Response, Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism

Pathway: Presynaptic Actin Cytoskeleton Organization -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Autophagy

Pathway: Regulation Of Exocytic Insertion Of Neurotransmitter Receptor To Postsynaptic Membrane -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle

Pathway: Extrinsic Component Of Postsynaptic Density Membrane -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Autophagy

Pathway: Regulation Of Postsynaptic Neurotransmitter Receptor Internalization -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Endolysosome

Pathway: Regulation Of Postsynaptic Specialization Assembly -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Regulation Of Postsynaptic Density Assembly -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle

Pathway: Regulation Of Neurotransmitter Receptor Transport, Endosome To Postsynaptic Membrane -> Biodomain: Synapse, Endolysosome, Proteostasis, Apoptosis, Oxidative Stress

Pathway: Serotonergic Synapse -> Biodomain: Synapse, Immune Response, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Regulation Of Recycling Endosome Localization Within Postsynapse -> Biodomain: Synapse, Autophagy, Proteostasis, Oxidative Stress, Endolysosome

Pathway: Regulation Of Modification Of Postsynaptic Structure -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle

Pathway: Postsynaptic Intermediate Filament Cytoskeleton -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Apoptosis, Immune Response

Pathway: Regulation Of Presynaptic Dense Core Granule Exocytosis -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Autophagy

Pathway: Synaptic Signaling By Nitric Oxide -> Biodomain: Synapse, Oxidative Stress, Immune Response, Apoptosis, Proteostasis

Pathway: Postsynaptic Specialization Membrane Of Symmetric Synapse -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Postsynaptic Modulation Of Chemical Synaptic Transmission -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Presynaptic Modulation Of Chemical Synaptic Transmission -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Oxidative Stress

Pathway: Presynapse Organization -> Biodomain: Synapse, Proteostasis, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Postsynapse Organization -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Regulation Of Presynapse Organization -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle

Pathway: Regulation Of Postsynapse Organization -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle

Pathway: Regulation Of Retrograde Trans-Synaptic Signaling By Endocanabinoid -> Biodomain: Synapse, Immune Response, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Regulation Of Synaptic Membrane Adhesion -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Immune Response

Pathway: Zinc Ion Import Into Synaptic Vesicle -> Biodomain: Synapse, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy

Pathway: Structural Constituent Of Presynapse -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Immune Response, Apoptosis

Pathway: Presynaptic Intermediate Filament Cytoskeleton -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Immune Response

Pathway: Trans-Synaptic Signaling By Bdnf, Modulating Synaptic Transmission -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Immune Response

Pathway: Structural Constituent Of Postsynaptic Intermediate Filament Cytoskeleton -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Apoptosis, Immune Response

Pathway: Postsynaptic Intermediate Filament Cytoskeleton Organization -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Immune Response

Pathway: Structural Constituent Of Postsynapse -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Apoptosis, Immune Response

Pathway: Presynaptic Cytoskeleton Organization -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Immune Response

Pathway: Postsynaptic Cytoskeleton Organization -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Immune Response

Pathway: Postsynaptic Spectrin-Associated Cytoskeleton -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Apoptosis, Immune Response

Pathway: Trans-Synaptic Signaling By Bdnf -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Mitochondrial Metabolism

Pathway: Cerebellar Golgi Cell To Granule Cell Synapse -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Autophagy

Pathway: Extrinsic Component Of Synaptic Membrane -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Caveola Neck -> Biodomain: Structural Stabilization, Synapse, Mitochondrial Metabolism, Proteostasis, Oxidative Stress

Pathway: Vesicle Fusion To Plasma Membrane -> Biodomain: Synapse, Autophagy, Immune Response, Structural Stabilization, Mitochondrial Metabolism

Pathway: Calcium-Dependent Activation Of Synaptic Vesicle Fusion -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Secretory Vesicle -> Biodomain: Vasculature, Immune Response, Apoptosis, Proteostasis, Autophagy

Pathway: Synaptic Vesicle Cycle -> Biodomain: Synapse, Autophagy, Proteostasis, Oxidative Stress, Mitochondrial Metabolism

Pathway: Regulation Of Presynaptic Membrane Potential -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Cell Cycle

Pathway: Ligand-Gated Monoatomic Ion Channel Activity Involved In Regulation Of Presynaptic Membrane Potential -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Voltage-Gated Monoatomic Ion Channel Activity Involved In Regulation Of Presynaptic Membrane Potential -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Regulation Of Presynaptic Cytosolic Calcium Ion Concentration -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Supramolecular Fiber -> Biodomain: Structural Stabilization, Proteostasis, Apoptosis, Tau Homeostasis, Mitochondrial Metabolism

Pathway: Polymeric Cytoskeletal Fiber -> Biodomain: Structural Stabilization, Proteostasis, Cytoskeletal Dynamics, Cell Cycle, Apoptosis

Pathway: Vesicle Cytoskeletal Trafficking -> Biodomain: Synapse, Autophagy, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Dense Core Granule Cytoskeletal Transport -> Biodomain: Synapse, Proteostasis, Autophagy, Mitochondrial Metabolism, Cell Cycle

Pathway: Presynaptic Cytosol -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Autophagy

Pathway: Postsynaptic Cytosol -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Autophagy

Pathway: Presynaptic Dense Core Vesicle Exocytosis -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Immune Response

Pathway: Postsynapse To Nucleus Signaling Pathway -> Biodomain: Synapse, Proteostasis, Apoptosis, Cell Cycle, Epigenetic

Pathway: G Protein-Coupled Receptor Activity Involved In Regulation Of Postsynaptic Membrane Potential -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Synaptic Vesicle Endosomal Processing -> Biodomain: Synapse, Autophagy, Proteostasis, Endolysosome, Oxidative Stress

Pathway: Positive Regulation Of Presynaptic Cytosolic Calcium Concentration -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Calcium Ion Binding Involved In Regulation Of Presynaptic Cytosolic Calcium Ion Concentration -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Calcium Homeostasis, Apoptosis

Pathway: Synaptic Signaling -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Immune Response

Pathway: Trans-Synaptic Signaling -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Immune Response, Apoptosis

Pathway: Synaptic Signaling Via Neuropeptide -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Oxidative Stress

Pathway: Perisynaptic Space -> Biodomain: Synapse, Structural Stabilization, Immune Response, Oxidative Stress, Proteostasis

Pathway: Trans-Synaptic Signaling By Trans-Synaptic Complex -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Mitochondrial Metabolism

Pathway: Trans-Synaptic Signaling, Modulating Synaptic Transmission -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Immune Response, Apoptosis

Pathway: Trans-Synaptic Signaling By Endocannabinoid, Modulating Synaptic Transmission -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Immune Response

Pathway: Trans-Synaptic Signaling By Trans-Synaptic Complex, Modulating Synaptic Transmission -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Immune Response

Pathway: Maintenance Of Synapse Structure -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Immune Response

Pathway: Synaptic Membrane Adhesion -> Biodomain: Synapse, Proteostasis, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Maintenance Of Postsynaptic Density Structure -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Apoptosis, Immune Response

Pathway: Modification Of Synaptic Structure -> Biodomain: Synapse, Proteostasis, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Chemical Synaptic Transmission, Postsynaptic -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Immune Response

Pathway: Regulation Of Postsynaptic Cytosolic Calcium Ion Concentration -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Calcium Homeostasis

Pathway: Calcium Ion Binding Involved In Regulation Of Postsynaptic Cytosolic Calcium Ion Concentration -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Calcium Ion Binding and Homeostasis, Apoptosis

Pathway: Postsynaptic Specialization -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Cell Cycle

Pathway: Glutamatergic Postsynaptic Density -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Immune Response

Pathway: Regulation Of Protein Catabolic Process At Presynapse, Modulating Synaptic Transmission -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Autophagy

Pathway: Regulation Of Protein Catabolic Process At Postsynapse, Modulating Synaptic Transmission -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Autophagy

Pathway: Regulation Of Translation At Presynapse, Modulating Synaptic Transmission -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Autophagy

Pathway: Regulation Of Translation At Postsynapse, Modulating Synaptic Transmission -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Mitochondrial Metabolism

Pathway: G Protein-Coupled Neurotransmitter Receptor Activity Involved In Regulation Of Postsynaptic Membrane Potential -> Biodomain: Synapse, Immune Response, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Neurotransmitter Receptor Activity Involved In Regulation Of Postsynaptic Cytosolic Calcium Ion Concentration -> Biodomain: Synapse, Oxidative Stress, Calcium Homeostasis, Proteostasis, Apoptosis

Pathway: Serotonin Receptor Activity -> Biodomain: Synapse, Immune Response, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Regulation Of Neurotransmitter Receptor Activity -> Biodomain: Synapse, Immune Response, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Neurotransmitter Receptor Regulator Activity -> Biodomain: Synapse, Immune Response, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Ligand-Gated Calcium Channel Activity -> Biodomain: Synapse, Oxidative Stress, Calcium Homeostasis, Immune Response, Apoptosis

Pathway: Regulation Of Action Potential Firing Rate -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Microtubule Plus-End Directed Mitotic Chromosome Migration -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Structural Stabilization, Immune Response

Pathway: Lateral Attachment Of Mitotic Spindle Microtubules To Kinetochore -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Regulation Of Action Potential Firing Pattern -> Biodomain: Synapse, Immune Response, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Microtubule Lateral Binding -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Apoptosis, Immune Response

Pathway: Action Potential Initiation -> Biodomain: Synapse, Apoptosis, Immune Response, Cell Cycle, Mitochondrial Metabolism

Pathway: Regulation Of Action Potential Firing Threshold -> Biodomain: Synapse, Immune Response, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Protein Localization To Axon -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Autophagy, Cell Cycle

Pathway: Matrix Side Of Mitochondrial Inner Membrane -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
