Once upon a time, a gentle unicorn named Luna roamed a sparkling meadow filled with flowers that glowed at night. One evening, she discovered a sad little star that had fallen from the sky, and with a twinkle of her horn, she lifted it back into the heavens. From that day on, every night the star would shine brighter, guiding Luna home as they became the best of friends.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair, Proteostasis
Pathway: Short-Term Synaptic Potentiation -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Immune Response

Pathway: Calcium Ion Regulated Lysosome Exocytosis -> Biodomain: Endolysosome, Calcium Ion Regulation, Autophagy, Proteostasis, Immune Response

Pathway: Response To Amino Acid Starvation -> Biodomain: Proteostasis, Autophagy, Immune Response, Oxidative Stress, Lipid Metabolism

Pathway: Mrna N1-Methyladenosine Dioxygenase Activity -> Biodomain: RNA Spliceosome, Oxidative Stress, Autophagy, DNA Repair, Proteostasis

Pathway: Mrna N6-Methyladenosine Dioxygenase Activity -> Biodomain: Oxidative Stress, Autophagy, RNA Spliceosome, DNA Repair, Proteostasis

Pathway: Splicing Factor Binding -> Biodomain: RNA Spliceosome, Proteostasis, DNA Repair, Apoptosis, Immune Response

Pathway: Ubiquitin Ligase Inhibitor Activity -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Oxidative Stress, Autophagy

Pathway: Metaphase/Anaphase Transition Of Meiosis I -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Immune Response, Structural Stabilization

Pathway: Intramanchette Transport -> Biodomain: Proteostasis, Mitochondrial Metabolism, Autophagy, Synapse, Myelination

Pathway: G-Rich Single-Stranded Dna Binding -> Biodomain: DNA Repair, Epigenetic, RNA Spliceosome, Proteostasis, Oxidative Stress

Pathway: Eosinophil Homeostasis -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Structural Stabilization

Pathway: Basophil Homeostasis -> Biodomain: Immune Response, Basophil Homeostasis, Apoptosis, Proteostasis, Structural Stabilization

Pathway: Xenobiotic Detoxification By Transmembrane Export Across The Plasma Membrane -> Biodomain: Detoxification, Immune Response, Oxidative Stress, Autophagy, Lipid Metabolism

Pathway: Xenobiotic Transport Across Blood-Brain Barrier -> Biodomain: Immune Response, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy

Pathway: Establishment Of Blood-Retinal Barrier -> Biodomain: Vasculature, Immune Response, Structural Stabilization, Apoptosis, Oxidative Stress

Pathway: Atp Generation From Poly-Adp-D-Ribose -> Biodomain: Mitochondrial Metabolism, ATP Generation, DNA Repair, Autophagy, Epigenetic

Pathway: Emilin Complex -> Biodomain: Structural Stabilization, Mitochondrial Metabolism, Proteostasis, Endolysosome, Oxidative Stress

Pathway: Multimerin Complex -> Biodomain: Structural Stabilization, Immune Response, Synapse, Proteostasis, Vasculature

Pathway: Regulation Of Translational Initiation By Trna Modification -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Autophagy, Immune Response

Pathway: Trna Demethylase Activity -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, DNA Repair

Pathway: Regulation Of Dna Damage Checkpoint -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Negative Regulation Of Dna Damage Checkpoint -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Proteostasis, Epigenetic

Pathway: Positive Regulation Of Dna Damage Checkpoint -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress, Immune Response

Pathway: Negative Regulation Of Metanephric S-Shaped Body Morphogenesis -> Biodomain: Immune Response, Apoptosis, Structural Stabilization, Cell Cycle, Mitochondrial Metabolism

Pathway: Negative Regulation Of Metanephric Comma-Shaped Body Morphogenesis -> Biodomain: Immune Response, Cell Cycle, Structural Stabilization, Apoptosis, Epigenetic

Pathway: Regulation Of Protein Localization To Cell Surface -> Biodomain: Proteostasis, Synapse, Apoptosis, Immune Response, Lipid Metabolism

Pathway: Negative Regulation Of Protein Localization To Cell Surface -> Biodomain: Proteostasis, Synapse, Apoptosis, Immune Response, Autophagy

Pathway: Positive Regulation Of Protein Localization To Cell Surface -> Biodomain: Proteostasis, Synapse, Immune Response, Structural Stabilization, Lipid Metabolism

Pathway: Regulation Of Adaxial/Abaxial Pattern Formation -> Biodomain: Cell Cycle, Structural Stabilization, Immune Response, Epigenetic, RNA Spliceosome

Pathway: Negative Regulation Of Determination Of Dorsal Identity -> Biodomain: Immune Response, Proteostasis, Cell Cycle, Apoptosis, Epigenetic

Pathway: Positive Regulation Of Determination Of Dorsal Identity -> Biodomain: Immune Response, Cell Cycle, Epigenetic, Proteostasis, Autophagy

Pathway: Negative Regulation Of Male Gonad Development -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Endolysosome, Epigenetic

Pathway: Positive Regulation Of Male Gonad Development -> Biodomain: Immune Response, Mitochondrial Metabolism, Cell Cycle, Apoptosis, Structural Stabilization

Pathway: Regulation Of Multicellular Organismal Development -> Biodomain: Immune Response, Proteostasis, Apoptosis, Cell Cycle, Epigenetic

Pathway: Regulation Of Animal Organ Morphogenesis -> Biodomain: Immune Response, Mitochondrial Metabolism, Apoptosis, Structural Stabilization, Proteostasis

Pathway: Regulation Of Stem Cell Division -> Biodomain: Immune Response, Cell Cycle, Proteostasis, Autophagy, Apoptosis

Pathway: Regulation Of Stem Cell Population Maintenance -> Biodomain: Immune Response, Proteostasis, Apoptosis, Mitochondrial Metabolism, Autophagy

Pathway: Negative Regulation Of Double-Strand Break Repair Via Homologous Recombination -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress, Immune Response

Pathway: Regulation Of Cardiac Cell Fate Specification -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Cell Cycle, Mitochondrial Metabolism

Pathway: Regulation Of G1/S Transition Of Mitotic Cell Cycle -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Oxidative Stress, DNA Repair

Pathway: Negative Regulation Of Cell-Cell Adhesion Mediated By Cadherin -> Biodomain: Immune Response, Cell Cycle, Structural Stabilization, Apoptosis, Mitochondrial Metabolism

Pathway: Positive Regulation Of Cell-Cell Adhesion Mediated By Cadherin -> Biodomain: Cell Cycle, Immune Response, Proteostasis, Apoptosis, Mitochondrial Metabolism

Pathway: Regulation Of Non-Canonical Wnt Signaling Pathway -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Cell Cycle, Mitochondrial Metabolism

Pathway: Negative Regulation Of Non-Canonical Wnt Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Proteostasis, DNA Repair

Pathway: Positive Regulation Of Non-Canonical Wnt Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Structural Stabilization, Cell Cycle, Oxidative Stress

Pathway: Regulation Of Ubiquitin-Dependent Protein Catabolic Process -> Biodomain: Proteostasis, Autophagy, Apoptosis, Cell Cycle, DNA Repair

Pathway: Negative Regulation Of Ubiquitin-Dependent Protein Catabolic Process -> Biodomain: Proteostasis, Autophagy, Apoptosis, DNA Repair, Cell Cycle

Pathway: Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process -> Biodomain: Proteostasis, Autophagy, Apoptosis, DNA Repair, Immune Response

Pathway: Negative Regulation Of Ureter Smooth Muscle Cell Differentiation -> Biodomain: Vasculature, Immune Response, Structural Stabilization, Autophagy, Proteostasis

Pathway: Positive Regulation Of Ureter Smooth Muscle Cell Differentiation -> Biodomain: Vasculature, Immune Response, Cell Cycle, Autophagy, Structural Stabilization

Pathway: Regulation Of Cortisol Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Immune Response

Pathway: Negative Regulation Of Cortisol Biosynthetic Process -> Biodomain: Immune Response, Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Apoptosis

Pathway: Positive Regulation Of Cortisol Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Immune Response

Pathway: Regulation Of Type B Pancreatic Cell Development -> Biodomain: Immune Response, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Negative Regulation Of Type B Pancreatic Cell Development -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Epigenetic, Mitochondrial Metabolism

Pathway: Positive Regulation Of Type B Pancreatic Cell Development -> Biodomain: Immune Response, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Cell Cycle

Pathway: Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Immune Response, Structural Stabilization

Pathway: Positive Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway -> Biodomain: Proteostasis, Immune Response, Apoptosis, Mitochondrial Metabolism, Cell Cycle

Pathway: Regulation Of Smooth Muscle Cell-Matrix Adhesion -> Biodomain: Vasculature, Proteostasis, Structural Stabilization, Immune Response, Autophagy

Pathway: Negative Regulation Of Smooth Muscle Cell-Matrix Adhesion -> Biodomain: Vasculature, Proteostasis, Immune Response, Structural Stabilization, Cell Cycle

Pathway: Positive Regulation Of Mammary Stem Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Proteostasis, Apoptosis, Mitochondrial Metabolism

Pathway: Negative Regulation Of Dna-Templated Dna Replication -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Autophagy, Proteostasis

Pathway: Positive Regulation Of Dna-Templated Dna Replication -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Autophagy, Proteostasis

Pathway: Negative Regulation Of Leukocyte Apoptotic Process -> Biodomain: Immune Response, Apoptosis, Autophagy, DNA Repair, Proteostasis

Pathway: Positive Regulation Of Leukocyte Apoptotic Process -> Biodomain: Apoptosis, Immune Response, Autophagy, Proteostasis, Oxidative Stress

Pathway: Negative Regulation Of Macrophage Apoptotic Process -> Biodomain: Apoptosis, Immune Response, Proteostasis, Mitochondrial Metabolism, Cell Cycle

Pathway: Positive Regulation Of Macrophage Apoptotic Process -> Biodomain: Apoptosis, Immune Response, Autophagy, Proteostasis, Oxidative Stress

Pathway: Regulation Of Establishment Of Cell Polarity -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Myelination, Immune Response

Pathway: Regulation Of Sodium-Dependent Phosphate Transport -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Immune Response, Structural Stabilization, Endolysosome

Pathway: Negative Regulation Of Sodium-Dependent Phosphate Transport -> Biodomain: Immune Response, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis

Pathway: Positive Regulation Of Sodium-Dependent Phosphate Transport -> Biodomain: Vasculature, Oxidative Stress, Lipid Metabolism, Proteostasis, Apoptosis

Pathway: Regulation Of Removal Of Superoxide Radicals -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Mitochondrial Metabolism, Metal Binding and Homeostasis

Pathway: Regulation Of Endocannabinoid Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome

Pathway: Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Oxidative Stress

Pathway: Regulation Of Cell Proliferation Involved In Heart Morphogenesis -> Biodomain: Cell Cycle, Immune Response, Vasculature, Autophagy, Structural Stabilization

Pathway: Negative Regulation Of Cell Proliferation Involved In Heart Morphogenesis -> Biodomain: Cell Cycle, Immune Response, Structural Stabilization, Apoptosis, Mitochondrial Metabolism

Pathway: Positive Regulation Of Cell Proliferation Involved In Heart Morphogenesis -> Biodomain: Cell Cycle, Immune Response, Mitochondrial Metabolism, Apoptosis, Structural Stabilization

Pathway: Regulation Of Dna-Templated Transcription Initiation -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 431. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Negative Regulation Of Dna-Templated Transcription Initiation -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Autophagy, Apoptosis

Pathway: Positive Regulation Of Dna-Templated Transcription Initiation -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Autophagy, Immune Response

Pathway: Regulation Of Cell Motility -> Biodomain: Immune Response, Cell Cycle, Autophagy, Mitochondrial Metabolism, Structural Stabilization

Pathway: Negative Regulation Of Cell Motility -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 401. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Positive Regulation Of Cell Motility -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 399. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Regulation Of Retrograde Vesicle-Mediated Transport, Golgi To Er -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 534. Please try again in 8ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Positive Regulation Of Ubiquitin-Specific Protease Activity -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 425. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Negative Regulation Of Dendrite Development -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 356. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Regulation Of Branching Morphogenesis Of A Nerve -> Biodomain: Synapse, Mitochondrial Metabolism, Axon Guidance, Immune Response, Proteostasis

Pathway: Negative Regulation Of Branching Morphogenesis Of A Nerve -> Biodomain: Synapse, Axon Guidance, Immune Response, Metabolic Regulation, Cell Cycle

Pathway: Positive Regulation Of Pro-T Cell Differentiation -> Biodomain: Immune Response, Apoptosis, Proteostasis, Cell Cycle, Structural Stabilization

Pathway: Regulation Of Neural Precursor Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Proteostasis, Endolysosome

Pathway: Negative Regulation Of Neural Precursor Cell Proliferation -> Biodomain: Proteostasis, Cell Cycle, Immune Response, Apoptosis, Tau Homeostasis

Pathway: Positive Regulation Of Neural Precursor Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Autophagy, Mitochondrial Metabolism, Structural Stabilization

Pathway: Negative Regulation Of Androgen Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Proteostasis

Pathway: Regulation Of Progesterone Biosynthetic Process -> Biodomain: Lipid Metabolism, Steroid Hormone Biosynthesis, Mitochondrial Metabolism, Immune Response, Apoptosis

Pathway: Positive Regulation Of Progesterone Biosynthetic Process -> Biodomain: Lipid Metabolism, Apoptosis, Immune Response, Mitochondrial Metabolism, Endolysosome

Pathway: Negative Regulation Of Phosphate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy, Immune Response

Pathway: Positive Regulation Of Phosphate Transmembrane Transport -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Immune Response

Pathway: Regulation Of Fatty Acid Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Negative Regulation Of Fatty Acid Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress

Pathway: Positive Regulation Of Fatty Acid Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Regulation Of Female Gonad Development -> Biodomain: Immune Response, Apoptosis, Mitochondrial Metabolism, Structural Stabilization, Cell Cycle

Pathway: Negative Regulation Of Female Gonad Development -> Biodomain: Immune Response, Apoptosis, Endolysosome, Cell Cycle, RNA Spliceosome

Pathway: Negative Regulation Of Ribosomal Large Subunit Export From Nucleus -> Biodomain: RNA Spliceosome, Proteostasis, Cell Cycle, Apoptosis, Epigenetic

Pathway: Positive Regulation Of Ribosomal Small Subunit Export From Nucleus -> Biodomain: RNA Spliceosome, Proteostasis, Cell Cycle, Autophagy, Epigenetic

Pathway: Regulation Of Anoikis -> Biodomain: Apoptosis, Immune Response, Proteostasis, Oxidative Stress, Cell Cycle

Pathway: Positive Regulation Of Anoikis -> Biodomain: Apoptosis, Immune Response, Proteostasis, Oxidative Stress, Autophagy

Pathway: Regulation Of Glutamate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Negative Regulation Of Glutamate Metabolic Process -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Positive Regulation Of Glutamate Metabolic Process -> Biodomain: Synapse, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, App Metabolism

Pathway: Regulation Of Testosterone Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Proteostasis, Immune Response
