Once upon a time in a shimmering forest, a gentle unicorn named Luna discovered a hidden glade filled with sparkling stardust. Each night, she sprinkled the stardust over her friends, making their dreams come true as they peacefully slept under the twinkling sky. As the moonlight danced on their fur, Luna whispered, “May your dreams light up the world, just as you light up my heart.”
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, DNA Repair
Pathway: Alcohol-Forming Long-Chain Fatty Acyl-Coa Reductase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: 16-Hydroxypalmitate Dehydrogenase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis

Pathway: Trna-Uridine 2-Sulfurtransferase Activity -> Biodomain: Metal Binding and Homeostasis, RNA Spliceosome, Proteostasis, Oxidative Stress, Autophagy

Pathway: Itpase Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Fructose-1-Phosphatase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis

Pathway: Leukotriene C4 Gamma-Glutamyl Transferase Activity -> Biodomain: Immune Response, Oxidative Stress, Lipid Metabolism, Apoptosis, Autophagy

Pathway: 17-Hydroxyprogesterone 21-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Apoptosis

Pathway: Intestinal Hexose Absorption -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Mcrd-Mediated Mrna Stability Complex -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Cell Cycle, Epigenetic

Pathway: Amyloid-Beta Complex -> Biodomain: Synapse, APP Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Trna (Guanine-N7)-Methylation -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, Autophagy

Pathway: Rna 5'-Cap (Guanine-N7)-Methylation -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Cell Cycle, Proteostasis

Pathway: Cytoskeletal Protein-Membrane Anchor Activity -> Biodomain: Cytoskeletal Protein-Membrane Anchor Activity, Proteostasis, Synapse, Structural Stabilization, Autophagy

Pathway: 2-Oxoglutaramate Amidase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: (4S)-4-Hydroxy-2-Oxoglutarate Aldolase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Apoptosis, Autophagy

Pathway: Regulation Of Inflammatory Response To Wounding -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Negative Regulation Of Inflammatory Response To Wounding -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Autophagy, Structural Stabilization

Pathway: Positive Regulation Of Inflammatory Response To Wounding -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Autophagy

Pathway: Phosphatidylinositol-3,5-Bisphosphate Phosphatase Activity -> Biodomain: Endolysosome, Lipid Metabolism, Autophagy, Immune Response, Structural Stabilization

Pathway: Phosphatidylinositol-4,5-Bisphosphate Phosphatase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Structural Stabilization, Autophagy

Pathway: Positive Regulation Of Vesicle Docking -> Biodomain: Vesculature, Proteostasis, Autophagy, Synapse, Immune Response

Pathway: Gly-Trna(Ala) Deacylase Activity -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Autophagy, DNA Repair

Pathway: Neuron Projection Organization -> Biodomain: Synapse, Proteostasis, Vasculature, Immune Response, Apoptosis

Pathway: Neuron Projection Retraction -> Biodomain: Synapse, Apoptosis, Proteostasis, Autophagy, DNA Repair

Pathway: Trna Pseudouridine Synthase Activity -> Biodomain: RNA Spliceosome, Apoptosis, Proteostasis, Epigenetic, DNA Repair

Pathway: Neuron Projection Fasciculation -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Cell Cycle

Pathway: Regulation Of Gaba-A Receptor Activity -> Biodomain: Synapse, Immune Response, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Guanine Deglycation -> Biodomain: Oxidative Stress, DNA Repair, Proteostasis, Autophagy, Mitochondrial Metabolism

Pathway: Guanine Deglycation, Methylglyoxal Removal -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Apoptosis, Autophagy

Pathway: Guanine Deglycation, Glyoxal Removal -> Biodomain: Oxidative Stress, DNA Repair, Autophagy, Proteostasis, Mitochondrial Metabolism

Pathway: Polyamine Deacetylation -> Biodomain: Lipid Metabolism, Proteostasis, Apoptosis, Oxidative Stress, DNA Repair

Pathway: Spermidine Deacetylation -> Biodomain: Lipid Metabolism, Autophagy, Mitochondrial Metabolism, Oxidative Stress, Proteostasis

Pathway: Regulation Of Cellular Response To Osmotic Stress -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Immune Response, Mitochondrial Metabolism

Pathway: Trna 2'-O-Methyltransferase Activity -> Biodomain: RNA Spliceosome, Apoptosis, Proteostasis, DNA Repair, Immune Response

Pathway: Regulation Of Calcineurin-Mediated Signaling -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Autophagy

Pathway: Regulation Of Cobalamin Metabolic Process -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis

Pathway: Sumo Ligase Complex -> Biodomain: Proteostasis, Autophagy, DNA Repair, Apoptosis, Oxidative Stress

Pathway: Regulation Of Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway -> Biodomain: Immune Response, Synapse, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Positive Regulation Of Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Cell Cycle

Pathway: Negative Regulation Of Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Structural Stabilization

Pathway: Dolichyl Pyrophosphate Glc2Man9Glcnac2 Alpha-1,2-Glucosyltransferase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Mitochondrial Metabolism, Immune Response

Pathway: Aminoacyl-Trna Metabolism Involved In Translational Fidelity -> Biodomain: Proteostasis, Cell Cycle, RNA Spliceosome, Apoptosis, Epigenetic

Pathway: Histone Succinyltransferase Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy

Pathway: Gator1 Complex Binding -> Biodomain: Proteostasis, Autophagy, Mitochondrial Metabolism, Oxidative Stress, DNA Repair

Pathway: Negative Regulation Of Cell Adhesion Involved In Sprouting Angiogenesis -> Biodomain: Immune Response, Vasculature, Apoptosis, Structural Stabilization, Cell Cycle

Pathway: Positive Regulation Of Cell Adhesion Involved In Sprouting Angiogenesis -> Biodomain: Vasculature, Oxidative Stress, Proteostasis, Autophagy, Immune Response

Pathway: Glial Cell Projection Elongation -> Biodomain: Synapse, Proteostasis, Immune Response, Mitochondrial Metabolism, Autophagy

Pathway: Er-Dependent Peroxisome Localization -> Biodomain: Endolysosome, Oxidative Stress, Autophagy, Proteostasis, Mitochondrial Metabolism

Pathway: Ala-Trna(Thr) Deacylase Activity -> Biodomain: Proteostasis, RNA Spliceosome, Apoptosis, Cell Cycle, Endolysosome

Pathway: Cold-Induced Thermogenesis -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Immune Response

Pathway: Negative Regulation Of (R)-Mevalonic Acid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Positive Regulation Of Sterol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Positive Regulation Of Cobalamin Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis, DNA Repair

Pathway: Negative Regulation Of Store-Operated Calcium Entry -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Positive Regulation Of Cardiac Muscle Cell Contraction -> Biodomain: Vasculature, Apoptosis, Oxidative Stress, Proteostasis, Mitochondrial Metabolism

Pathway: Negative Regulation Of Cardiac Muscle Cell Contraction -> Biodomain: Vasculature, Apoptosis, Immune Response, Proteostasis, Mitochondrial Metabolism

Pathway: Ikappab Kinase Complex Binding -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Structural Stabilization

Pathway: Sec61 Translocon Complex Binding -> Biodomain: Proteostasis, Autophagy, Apoptosis, DNA Repair, Oxidative Stress

Pathway: Symbiont Cell Surface -> Biodomain: Immune Response, Endolysosome, Apoptosis, Oxidative Stress, Proteostasis

Pathway: P-Tefb Complex Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy

Pathway: Trna (M7G46) Methyltransferase Complex -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, DNA Repair, Oxidative Stress

Pathway: Peptidyl-Lysine 3-Dioxygenase Activity -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Metal Binding and Homeostasis, Autophagy

Pathway: Peptidyl-Lysine 4-Dioxygenase Activity -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, DNA Repair, Metal Binding and Homeostasis

Pathway: Peptidyl-Arginine 3-Dioxygenase Activity -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Metal Binding and Homeostasis, Autophagy

Pathway: Mrna N-Acetyltransferase Activity -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Epigenetic, Metal Binding and Homeostasis

Pathway: Cyclic-Gmp-Amp Hydrolase Activity -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Autophagy, Mitochondrial Metabolism

Pathway: Inositol-5-Diphosphate-1,3,4,6-Tetrakisphosphate Diphosphatase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Cell Cycle

Pathway: Trna C3-Cytosine Methylation -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Proteostasis, DNA Repair

Pathway: Zinc Ion Sensor Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Apoptosis, Autophagy

Pathway: Lncrna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, Immune Response

Pathway: Peptide 2-Hydroxyisobutyryltransferase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Metal Binding and Homeostasis

Pathway: Peptidyl-Lysine Glutarylation -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Autophagy, DNA Repair

Pathway: Peptide Glutaryltransferase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy

Pathway: Histone Glutaryltransferase Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Immune Response

Pathway: Protein Depropionylation -> Biodomain: Proteostasis, Autophagy, DNA Repair, Mitochondrial Metabolism, Oxidative Stress

Pathway: Nad-Dependent Protein-Lysine Depropionylase Activity -> Biodomain: Proteostasis, Apoptosis, Autophagy, DNA Repair, Mitochondrial Metabolism

Pathway: Ceramide-1-Phosphate Phosphatase Activity -> Biodomain: Lipid Metabolism, Apoptosis, Metal Binding and Homeostasis, Oxidative Stress, Autophagy

Pathway: Arachidonate 12(R)-Lipoxygenase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Metal Binding and Homeostasis

Pathway: L-Serine-Phosphatidylethanolamine Phosphatidyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, RNA Spliceosome

Pathway: Hydroperoxy Icosatetraenoate Isomerase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Proteostasis

Pathway: Hydroperoxy Icosatetraenoate Dehydratase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Apoptosis

Pathway: L-Serine-Phosphatidylcholine Phosphatidyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Apoptosis, Proteostasis, Endolysosome

Pathway: Dna-Dna Tethering Activity -> Biodomain: DNA Repair, Epigenetic, Autophagy, Cell Cycle, Proteostasis

Pathway: Trna Uridine(34) Acetyltransferase Activity -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Proteostasis, DNA Repair

Pathway: 1-Acylglycerophosphoethanolamine O-Acyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, DNA Repair

Pathway: 1-Acylglycerophosphoserine O-Acyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Protein Serine Kinase Activity (Using Gtp As Donor) -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Immune Response, Oxidative Stress

Pathway: Protein Localization To Ergic -> Biodomain: Endolysosome, Proteostasis, Apoptosis, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Cytosol To Ergic Protein Transport -> Biodomain: Endolysosome, Proteostasis, Apoptosis, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Nad+-Protein-Arginine Adp-Ribosyltransferase Activity -> Biodomain: Oxidative Stress, Apoptosis, Proteostasis, Metal Binding and Homeostasis, Autophagy

Pathway: Biliberdin Reductase (Nadh) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism, Autophagy

Pathway: Biliverdin Reductase (Nadph) Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Bilirubin Metabolism, Metal Binding and Homeostasis, Autophagy

Pathway: Negative Regulation Of Udp-N-Acetylglucosamine Biosynthetic Process -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Immune Response

Pathway: Chenodeoxycholate 7-Alpha-Dehydrogenase (Nad+) Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Metal Binding and Homeostasis

Pathway: Isoursodeoxycholate 7-Beta-Dehydrogenase (Nad+) Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Ursodeoxycholate 7-Beta-Dehydrogenase (Nad+) Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Autophagy

Pathway: Regulation Of Deadenylation-Dependent Decapping Of Nuclear-Transcribed Mrna -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy

Pathway: Negative Regulation Of Deadenylation-Dependent Decapping Of Nuclear-Transcribed Mrna -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy

Pathway: Superoxide-Generating Nadph Oxidase Activity -> Biodomain: Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Immune Response, Autophagy

Pathway: Protein-Dna Covalent Cross-Linking Repair -> Biodomain: DNA Repair, Proteostasis, Apoptosis, Immune Response, Oxidative Stress

Pathway: Arachidonate 5,6-Epoxygenase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Progesterone 21-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Protein Serine Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Immune Response, Mitochondrial Metabolism

Pathway: Methylenetetrahydrofolate Reductase (Nadph) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, DNA Repair

Pathway: S-(Hydroxymethyl)Glutathione Dehydrogenase (Nadp+) Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy

Pathway: S-(Hydroxymethyl)Glutathione Dehydrogenase (Nad+) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Metal Binding and Homeostasis

Pathway: L-Phenylalaine Oxidase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy

Pathway: Sialate 9-O-Acetylesterase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Metal Binding and Homeostasis

Pathway: Subcortical Maternal Complex -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Endolysosome

Pathway: Trna (5-Carboxymethyluridine(34)-5-O)-Methyltransferase Activity -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Immune Response, Autophagy

Pathway: Trna (Cytidine(32)/Guanosine(34)-2'-O)-Methyltransferase Activity -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Proteostasis, DNA Repair

Pathway: Omega-Hydroxyceramide Transacylase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy

Pathway: Omega-Hydroxyceramide Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: U2 Snrna 2'-O-Methyladenosine M6 Methyltransferase Activity -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Proteostasis, DNA Repair

Pathway: Trna Surveillance -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, DNA Repair, Immune Response

Pathway: 2-Hydroxyacyl-Coa Lyase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Protein-Cysteine Methyltransferase Activity -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Metal Binding and Homeostasis, Autophagy

Pathway: 4-Hydroxy-3-All-Trans-Polyprenylbenzoate Oxygenase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Autophagy, Metal Binding and Homeostasis, Proteostasis

Pathway: Protein-L-Histidine N-Pros-Methyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Apoptosis, Autophagy

Pathway: 3-Deoxyglucosone Dehydrogenase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Deoxynucleoside Triphosphate Hydrolase Activity -> Biodomain: DNA Repair, RNA Spliceosome, Apoptosis, Proteostasis, Oxidative Stress

Pathway: 2-Hydroxyphytanoyl-Coa Lyase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
